# Material: Ecoflex 30
# Mullin's Effect: Removed at 40KPa
# Test sample: 1 (8x8w7mm_5 chambers with extra wall length at one end to clamp the sample)
# Time (s), Force (N), Pressure (N/mm2)
2.777,0.077033,0.01
2.784,0.071046,0.01
2.793,0.072656,0.01
2.805,0.072834,0.01
2.811,0.071133,0.01
2.823,0.075215,0.01
2.83,0.07016,0.01
2.839,0.074921,0.01
2.845,0.074393,0.01
2.854,0.074359,0.01
2.86,0.070037,0.01
2.869,0.074078,0.01
2.875,0.077544,0.01
2.885,0.071293,0.01
2.891,0.069688,0.01
2.9,0.072503,0.01
2.906,0.072449,0.01
2.917,0.073258,0.01
2.923,0.071215,0.01
2.932,0.072598,0.01
2.938,0.0715,0.01
2.948,0.072203,0.01
2.954,0.075666,0.01
2.963,0.071839,0.01
2.97,0.073012,0.01
2.979,0.076541,0.01
2.985,0.071996,0.01
2.995,0.069268,0.01
3.001,0.069853,0
3.01,0.073954,0
3.016,0.078283,0
3.025,0.070831,0
3.032,0.073481,0
3.041,0.076525,0
3.072,0.067822,0
3.077,0.064974,0
3.088,0.062049,0
3.095,0.060322,0
3.104,0.060121,0
3.11,0.058585,0
3.119,0.063337,0
3.125,0.064653,0
3.135,0.059214,0
3.147,0.055593,0
3.157,0.062234,0
3.172,0.063885,0
3.197,0.062523,0
3.202,0.060181,0
3.214,0.057318,0
3.22,0.058807,0
3.23,0.060986,0
3.236,0.064616,0
3.246,0.060109,0
3.252,0.061625,0
3.262,0.065708,0
3.268,0.06237,0
3.278,0.063692,0
3.284,0.060807,0
3.293,0.059536,0
3.321,0.057353,0
3.327,0.063171,0
3.336,0.065023,0
3.342,0.058581,0
3.352,0.057775,0
3.358,0.061987,0
3.368,0.061273,0
3.374,0.065778,0
3.384,0.059512,0
3.39,0.058024,0
3.399,0.065053,0
3.405,0.060834,0
3.414,0.057126,0
3.42,0.06183,0
3.43,0.06139,0
3.436,0.064702,0
3.445,0.0612,0
3.451,0.057901,0
3.46,0.062229,0
3.472,0.062289,0
3.479,0.061599,0
3.49,0.062384,0
3.502,0.065908,0
3.512,0.06205,0
3.523,0.059854,0
3.535,0.061221,0
3.545,0.058685,0
3.551,0.059352,0
3.56,0.061539,0
3.567,0.059633,0
3.575,0.060877,0
3.581,0.059244,0
3.592,0.061867,0
3.603,0.064506,0
3.609,0.060612,0
3.618,0.060584,0
3.624,0.065382,0
3.634,0.057945,0
3.64,0.060595,0
3.649,0.063696,0
3.655,0.064085,0
3.665,0.057773,0
3.671,0.058502,0
3.68,0.064308,0
3.686,0.064602,0
3.695,0.059978,0
3.701,0.058911,0
3.711,0.063115,0
3.717,0.063228,0
3.728,0.059311,0
3.74,0.06284,0
3.747,0.061775,0
3.758,0.061412,0
3.769,0.061086,0
3.781,0.06733,0
3.791,0.061012,0
3.803,0.062735,0
3.814,0.060536,0
3.824,0.062162,0
3.831,0.053752,0
3.84,0.061891,0
3.852,0.06515,0
3.858,0.062082,0
3.87,0.064834,0
3.881,0.064943,0
3.892,0.064,0
3.904,0.06307,0
3.915,0.058311,0
3.925,0.059059,0
3.932,0.061404,0
3.941,0.060512,0
3.953,0.061579,0
3.959,0.064217,0
3.971,0.060745,0
3.983,0.066062,0
3.994,0.05766,0
4,0.060742,0
4.009,0.05755,0
4.022,0.066405,0
4.029,0.063899,0
4.041,0.06323,0
4.052,0.060726,0
4.064,0.062075,0
4.075,0.058235,0
4.082,0.059071,0
4.091,0.062138,0
4.097,0.065699,0
4.106,0.059034,0
4.112,0.063231,0
4.122,0.06514,0
4.153,0.061348,0
4.158,0.065865,0
4.168,0.062803,0
4.174,0.066342,0
4.185,0.060966,0
4.191,0.057535,0
4.202,0.06667,0
4.208,0.062842,0
4.218,0.06451,0
4.224,0.064494,0
4.234,0.059219,0
4.24,0.05963,0
4.251,0.067011,0
4.278,0.061168,0
4.284,0.061117,0
4.294,0.058618,0
4.3,0.05867,0
4.31,0.064819,0
4.316,0.064999,0
4.325,0.062349,0
4.332,0.06252,0
4.341,0.058626,0
4.347,0.065029,0
4.356,0.058967,0
4.362,0.058558,0
4.371,0.059597,0
4.402,0.059779,0
4.407,0.062419,0
4.417,0.062322,0
4.423,0.062157,0
4.432,0.057916,0
4.438,0.062149,0
4.448,0.057891,0
4.459,0.06362,0
4.47,0.061064,0
4.481,0.066365,0
4.491,0.063761,0
4.498,0.063862,0
4.506,0.065276,0
4.512,0.062222,0
4.521,0.061928,0
4.527,0.060421,0
4.536,0.060648,0
4.542,0.059771,0
4.552,0.059653,0
4.558,0.063132,0
4.568,0.063249,0
4.574,0.06335,0
4.584,0.060051,0
4.59,0.059266,0
4.6,0.064702,0
4.606,0.061845,0
4.616,0.06025,0
4.622,0.060512,0
4.632,0.061036,0
4.638,0.060384,0
4.647,0.060153,0
4.653,0.061688,0
4.662,0.061765,0
4.668,0.060442,0
4.677,0.064274,0
4.689,0.061447,0
4.695,0.068637,0
4.707,0.059204,0
4.714,0.061487,0
4.723,0.058704,0
4.73,0.062006,0
4.739,0.065891,0
4.745,0.060208,0
4.754,0.066851,0
4.76,0.060232,0
4.769,0.060222,0
4.775,0.069018,0
4.785,0.059068,0
4.791,0.060148,0
4.801,0.063903,0
4.807,0.061916,0
4.817,0.060785,0
4.823,0.060767,0
4.833,0.060326,0
4.839,0.061596,0
4.849,0.061932,0
4.855,0.065117,0
4.864,0.059026,0
4.87,0.059722,0
4.88,0.065575,0
4.886,0.062498,0
4.895,0.062111,0
4.901,0.058924,0
4.91,0.061159,0
4.922,0.06705,0
4.928,0.060504,0
4.939,0.067517,0
4.951,0.06265,0
4.957,0.064767,0
4.968,0.060444,0
4.979,0.069281,0
4.99,0.065447,0
5.002,0.064587,0
5.012,0.062912,0
5.018,0.062918,0
5.028,0.0615,0
5.034,0.067834,0
5.042,0.06045,0
5.049,0.058693,0
5.058,0.068766,0
5.064,0.064011,0
5.073,0.061837,0
5.085,0.063893,0
5.091,0.060748,0
5.103,0.068595,0
5.115,0.062722,0
5.121,0.057735,0
5.131,0.060637,0
5.137,0.065924,0
5.147,0.061687,0
5.153,0.061876,0
5.163,0.063903,0
5.169,0.060523,0
5.179,0.065308,0
5.185,0.065153,0
5.196,0.065387,0
5.226,0.06106,0
5.232,0.060698,0
5.242,0.062507,0
5.249,0.061618,0
5.258,0.06214,0
5.265,0.060409,0
5.274,0.066818,0
5.28,0.059447,0
5.289,0.063699,0
5.295,0.065643,0
5.307,0.060485,0
5.318,0.061744,0
5.35,0.058343,0
5.355,0.066168,0
5.366,0.059243,0
5.372,0.061384,0
5.382,0.063036,0
5.388,0.059581,0
5.398,0.065872,0
5.404,0.060349,0
5.414,0.058727,0
5.42,0.060422,0
5.43,0.062816,0
5.436,0.062214,0
5.446,0.058416,0
5.474,0.063989,0
5.48,0.059456,0
5.489,0.059381,0
5.495,0.070166,0
5.504,0.058705,0
5.51,0.057258,0
5.519,0.068837,0
5.525,0.065008,0
5.535,0.058783,0
5.541,0.060495,0
5.551,0.061436,0
5.557,0.067311,0
5.567,0.060627,0
5.573,0.060287,0
5.583,0.06243,0
5.589,0.059402,0
5.597,0.063529,0
5.603,0.059257,0
5.614,0.061078,0
5.624,0.058682,0
5.631,0.061254,0
5.64,0.06063,0
5.652,0.061018,0
5.658,0.06473,0
5.67,0.065153,0
5.681,0.064913,0
5.692,0.059724,0
5.703,0.063826,0
5.714,0.059352,0
5.724,0.060797,0
5.73,0.05969,0
5.739,0.067791,0
5.745,0.067502,0
5.755,0.057457,0
5.761,0.059496,0
5.769,0.060414,0
5.775,0.065836,0
5.785,0.058806,0
5.791,0.058632,0
5.801,0.062131,0
5.807,0.064338,0
5.817,0.063008,0
5.823,0.05807,0
5.833,0.059975,0
5.839,0.064228,0
5.848,0.062556,0
5.854,0.069195,0
5.864,0.059554,0
5.87,0.060675,0
5.879,0.065085,0
5.885,0.062287,0
5.895,0.058583,0
5.901,0.058933,0
5.91,0.060467,0
5.923,0.065173,0
5.93,0.060926,0
5.941,0.067891,0
5.952,0.061415,0
5.964,0.060676,0
5.974,0.059344,0
5.98,0.060123,0
5.989,0.062552,0
5.995,0.068807,0
0.004,0.059899,0.02
0.01,0.060716,0.02
0.02,0.066789,0.02
0.026,0.06231,0.02
0.036,0.063402,0.02
0.042,0.061882,0.02
0.051,0.068484,0.02
0.057,0.073209,0.02
0.067,0.083046,0.02
0.073,0.1127,0.02
0.083,0.10184,0.02
0.089,0.12613,0.02
0.098,0.13182,0.02
0.104,0.11117,0.02
0.114,0.11196,0.02
0.12,0.10001,0.02
0.13,0.10106,0.02
0.136,0.11511,0.02
0.145,0.11059,0.02
0.151,0.10519,0.02
0.159,0.10206,0.02
0.166,0.10009,0.02
0.174,0.10739,0.02
0.18,0.10187,0.02
0.191,0.10679,0.02
0.198,0.10351,0.02
0.207,0.10245,0.02
0.22,0.10808,0.02
0.232,0.10344,0.02
0.243,0.10121,0.02
0.254,0.10187,0.02
0.266,0.10027,0.02
0.276,0.099816,0.02
0.304,0.098763,0.02
0.309,0.096045,0.02
0.319,0.10467,0.02
0.325,0.10237,0.02
0.335,0.097966,0.02
0.341,0.098359,0.02
0.351,0.094655,0.02
0.357,0.10331,0.02
0.367,0.091507,0.02
0.379,0.098589,0.02
0.389,0.09144,0.02
0.397,0.10465,0.02
0.426,0.092807,0.02
0.432,0.098801,0.02
0.441,0.093966,0.02
0.448,0.092222,0.02
0.456,0.10076,0.02
0.463,0.092332,0.02
0.472,0.091207,0.02
0.479,0.098077,0.02
0.488,0.091744,0.02
0.494,0.10143,0.02
0.503,0.09309,0.02
0.508,0.091127,0.02
0.519,0.09813,0.02
0.548,0.091943,0.02
0.554,0.10269,0.02
0.563,0.096768,0.02
0.569,0.091029,0.02
0.578,0.098152,0.02
0.584,0.090489,0.02
0.593,0.091742,0.02
0.599,0.096917,0.02
0.608,0.090887,0.02
0.614,0.099376,0.02
0.624,0.095482,0.02
0.63,0.092567,0.02
0.639,0.10029,0.02
0.645,0.093069,0.02
0.654,0.098138,0.02
0.66,0.092473,0.02
0.669,0.089684,0.02
0.675,0.10255,0.02
0.685,0.090694,0.02
0.691,0.091178,0.02
0.701,0.098842,0.02
0.707,0.092654,0.02
0.717,0.09563,0.02
0.723,0.089751,0.02
0.733,0.090255,0.02
0.739,0.09766,0.02
0.748,0.088693,0.02
0.754,0.098471,0.02
0.764,0.091305,0.02
0.77,0.093148,0.02
0.78,0.099898,0.02
0.786,0.090052,0.02
0.795,0.091147,0.02
0.801,0.091054,0.02
0.81,0.090658,0.02
0.822,0.10169,0.02
0.828,0.090278,0.02
0.84,0.095355,0.02
0.847,0.091812,0.02
0.855,0.098331,0.02
0.861,0.093349,0.02
0.87,0.090258,0.02
0.876,0.09736,0.02
0.885,0.089908,0.02
0.891,0.091169,0.02
0.901,0.10202,0.02
0.907,0.090773,0.02
0.917,0.093549,0.02
0.923,0.089411,0.02
0.933,0.091853,0.02
0.939,0.094598,0.02
0.949,0.092338,0.02
0.955,0.10334,0.02
0.964,0.092059,0.02
0.97,0.089697,0.02
0.98,0.099566,0.02
0.986,0.090135,0.02
0.996,0.094952,0.02
1.008,0.089813,0.02
1.02,0.096732,0.02
1.026,0.092043,0.02
1.036,0.095022,0.02
1.042,0.092145,0.02
1.051,0.08952,0.02
1.057,0.098921,0.02
1.067,0.089959,0.02
1.073,0.093848,0.02
1.083,0.096113,0.02
1.089,0.090964,0.02
1.098,0.099562,0.02
1.104,0.09166,0.02
1.114,0.091151,0.02
1.12,0.095576,0.02
1.13,0.088975,0.02
1.136,0.096474,0.02
1.145,0.092612,0.02
1.151,0.088155,0.02
1.159,0.097224,0.02
1.166,0.087988,0.02
1.175,0.098034,0.02
1.182,0.093442,0.02
1.191,0.093333,0.02
1.197,0.094898,0.02
1.206,0.092402,0.02
1.212,0.092418,0.02
1.221,0.096099,0.02
1.227,0.09206,0.02
1.236,0.094862,0.02
1.242,0.092795,0.02
1.251,0.087715,0.02
1.257,0.097433,0.02
1.268,0.090589,0.02
1.274,0.098915,0.02
1.285,0.090908,0.02
1.291,0.090363,0.02
1.302,0.09464,0.02
1.308,0.09123,0.02
1.318,0.096195,0.02
1.324,0.089864,0.02
1.334,0.089585,0.02
1.34,0.092559,0.02
1.351,0.08856,0.02
1.381,0.091419,0.02
1.387,0.088055,0.02
1.396,0.1012,0.02
1.402,0.088542,0.02
1.412,0.088072,0.02
1.418,0.095266,0.02
1.427,0.089738,0.02
1.433,0.092376,0.02
1.442,0.09588,0.02
1.448,0.088902,0.02
1.458,0.096251,0.02
1.469,0.089872,0.02
1.481,0.10196,0.02
1.506,0.092539,0.02
1.511,0.094334,0.02
1.522,0.096295,0.02
1.528,0.086838,0.02
1.537,0.096757,0.02
1.543,0.088257,0.02
1.553,0.091781,0.02
1.558,0.095906,0.02
1.568,0.091525,0.02
1.58,0.098609,0.02
1.59,0.090343,0.02
1.596,0.097696,0.02
1.625,0.09064,0.02
1.631,0.09344,0.02
1.641,0.10054,0.02
1.652,0.090059,0.02
1.664,0.098764,0.02
1.674,0.08905,0.02
1.68,0.092164,0.02
1.689,0.090916,0.02
1.695,0.10024,0.02
1.704,0.0898,0.02
1.71,0.090838,0.02
1.719,0.09718,0.02
1.725,0.087014,0.02
1.735,0.090036,0.02
1.741,0.089491,0.02
1.751,0.09089,0.02
1.757,0.096982,0.02
1.767,0.088931,0.02
1.773,0.094588,0.02
1.783,0.09618,0.02
1.789,0.089394,0.02
1.799,0.096674,0.02
1.805,0.090142,0.02
1.815,0.089156,0.02
1.821,0.090824,0.02
1.83,0.090854,0.02
1.836,0.099129,0.02
1.846,0.088572,0.02
1.852,0.096423,0.02
1.861,0.096671,0.02
1.867,0.088877,0.02
1.876,0.093109,0.02
1.882,0.089533,0.02
1.891,0.08924,0.02
1.897,0.09778,0.02
1.905,0.087885,0.02
1.911,0.090088,0.02
1.921,0.097272,0.02
1.928,0.088795,0.02
1.936,0.09757,0.02
1.947,0.088947,0.02
1.957,0.093409,0.02
1.964,0.091155,0.02
1.973,0.088845,0.02
1.985,0.096376,0.02
1.992,0.089954,0.02
2.003,0.093164,0.02
2.014,0.089914,0.02
2.024,0.091094,0.02
2.031,0.090757,0.02
2.04,0.092295,0.02
2.052,0.091057,0.02
2.058,0.09572,0.02
2.07,0.088404,0.02
2.081,0.097523,0.02
2.093,0.088243,0.02
2.103,0.096587,0.02
2.109,0.090797,0.02
2.119,0.099631,0.02
2.125,0.089077,0.02
2.134,0.090073,0.02
2.14,0.098713,0.02
2.149,0.08841,0.02
2.155,0.095783,0.02
2.165,0.092042,0.02
2.171,0.089021,0.02
2.181,0.098754,0.02
2.187,0.088714,0.02
2.196,0.092476,0.02
2.202,0.088374,0.02
2.211,0.09054,0.02
2.223,0.098398,0.02
2.229,0.089572,0.02
2.241,0.096507,0.02
2.248,0.089215,0.02
2.257,0.097553,0.02
2.263,0.088726,0.02
2.272,0.0889,0.02
2.278,0.099579,0.02
2.286,0.08989,0.02
2.292,0.089868,0.02
2.302,0.09869,0.02
2.308,0.089283,0.02
2.318,0.092671,0.02
2.324,0.087663,0.02
2.334,0.088194,0.02
2.341,0.096438,0.02
2.351,0.090045,0.02
2.357,0.094927,0.02
2.367,0.089206,0.02
2.373,0.096967,0.02
2.383,0.095901,0.02
2.389,0.08843,0.02
2.4,0.096763,0.02
2.41,0.087951,0.02
2.417,0.099002,0.02
2.447,0.087861,0.02
2.453,0.09438,0.02
2.463,0.093396,0.02
2.469,0.088157,0.02
2.479,0.098446,0.02
2.485,0.08946,0.02
2.493,0.090586,0.02
2.5,0.093512,0.02
2.509,0.090465,0.02
2.516,0.10137,0.02
2.525,0.090309,0.02
2.531,0.089313,0.02
2.542,0.093105,0.02
2.572,0.09016,0.02
2.578,0.09753,0.02
2.587,0.089623,0.02
2.593,0.094412,0.02
2.603,0.094821,0.02
2.609,0.088007,0.02
2.619,0.099444,0.02
2.625,0.089127,0.02
2.635,0.09007,0.02
2.64,0.090493,0.02
2.652,0.091427,0.02
2.658,0.097938,0.02
2.669,0.088973,0.02
2.698,0.09749,0.02
2.706,0.089303,0.02
2.713,0.090741,0.02
2.724,0.095326,0.02
2.736,0.089246,0.02
2.746,0.088966,0.02
2.752,0.090046,0.02
2.761,0.10065,0.02
2.773,0.090016,0.02
2.779,0.092817,0.02
2.791,0.089439,0.02
2.803,0.098383,0.02
2.813,0.089572,0.02
2.824,0.096838,0.02
2.836,0.087684,0.02
2.847,0.090454,0.02
2.858,0.093115,0.02
2.87,0.089577,0.02
2.881,0.095412,0.02
2.887,0.087873,0.02
2.896,0.091587,0.02
2.902,0.089838,0.02
2.911,0.088796,0.02
2.923,0.099301,0.02
2.929,0.088998,0.02
2.941,0.097702,0.02
2.953,0.089327,0.02
2.963,0.095412,0.02
2.969,0.090287,0.02
2.979,0.095148,0.02
2.985,0.090223,0.02
2.993,0.087398,0.02
3,0.0944,0
3.008,0.089667,0
3.015,0.091834,0
3.023,0.086126,0
3.029,0.087648,0
3.038,0.10177,0
3.044,0.093715,0
3.054,0.086414,0
3.06,0.092211,0
3.069,0.065438,0
3.075,0.048628,0
3.085,0.050799,0
3.091,0.059534,0
3.101,0.058708,0
3.107,0.059721,0
3.117,0.056098,0
3.123,0.060247,0
3.133,0.060787,0
3.14,0.058831,0
3.148,0.064041,0
3.158,0.056509,0
3.164,0.061573,0
3.173,0.061173,0
3.179,0.061157,0
3.188,0.063118,0
3.194,0.05813,0
3.203,0.056963,0
3.209,0.063307,0
3.219,0.061602,0
3.225,0.060158,0
3.234,0.056582,0
3.24,0.062499,0
3.25,0.06398,0
3.256,0.063599,0
3.266,0.057291,0
3.272,0.058114,0
3.282,0.060914,0
3.288,0.062656,0
3.297,0.062212,0
3.303,0.061036,0
3.312,0.060966,0
3.318,0.060268,0
3.327,0.06252,0
3.339,0.056655,0
3.345,0.062618,0
3.357,0.05832,0
3.364,0.059656,0
3.373,0.062717,0
3.381,0.061345,0
3.388,0.063784,0
3.4,0.06034,0
3.407,0.061173,0
3.417,0.065113,0
3.423,0.059299,0
3.433,0.059987,0
3.439,0.056515,0
3.449,0.062558,0
3.455,0.063011,0
3.465,0.058743,0
3.471,0.057056,0
3.481,0.065449,0
3.487,0.063853,0
3.497,0.058915,0
3.524,0.060024,0
3.53,0.063524,0
3.54,0.057939,0
3.547,0.062464,0
3.556,0.062883,0
3.562,0.058265,0
3.572,0.061612,0
3.578,0.063542,0
3.587,0.057589,0
3.593,0.060907,0
3.603,0.060994,0
3.608,0.063043,0
3.62,0.063848,0
3.647,0.061432,0
3.653,0.060218,0
3.663,0.059492,0
3.669,0.060746,0
3.678,0.06158,0
3.684,0.059938,0
3.693,0.063174,0
3.7,0.062254,0
3.709,0.066704,0
3.715,0.064818,0
3.725,0.058938,0
3.736,0.060009,0
3.748,0.058641,0
3.758,0.059827,0
3.764,0.059082,0
3.773,0.061409,0
3.779,0.065486,0
3.788,0.063243,0
3.794,0.059457,0
3.803,0.064258,0
3.809,0.059538,0
3.819,0.061801,0
3.825,0.062398,0
3.835,0.059424,0
3.841,0.061034,0
3.851,0.062228,0
3.857,0.06433,0
3.867,0.060967,0
3.873,0.059793,0
3.883,0.061043,0
3.889,0.058454,0
3.898,0.061348,0
3.904,0.060624,0
3.913,0.061356,0
3.919,0.062993,0
3.929,0.064447,0
3.935,0.062061,0
3.944,0.05975,0
3.956,0.059416,0
3.962,0.058653,0
3.974,0.063315,0
3.986,0.062102,0
3.995,0.060024,0
4.001,0.059716,0
4.011,0.063577,0
4.018,0.068,0
4.026,0.060233,0
4.033,0.058033,0
4.042,0.063078,0
4.048,0.063806,0
4.057,0.060436,0
4.069,0.059107,0
4.075,0.063794,0
4.087,0.059473,0
4.098,0.060413,0
4.109,0.060936,0
4.121,0.065164,0
4.131,0.062916,0
4.142,0.062619,0
4.153,0.062338,0
4.165,0.062406,0
4.175,0.058511,0
4.182,0.059943,0
4.191,0.060242,0
4.203,0.063114,0
4.209,0.059192,0
4.221,0.064019,0
4.233,0.059725,0
4.243,0.062418,0
4.25,0.062254,0
4.259,0.063791,0
4.266,0.064971,0
4.275,0.059067,0
4.287,0.059237,0
4.293,0.06176,0
4.299,0.059917,0
4.307,0.063232,0
4.318,0.062205,0
4.328,0.059667,0
4.334,0.06026,0
4.343,0.063004,0
4.35,0.060844,0
4.359,0.070417,0
4.371,0.063187,0
4.377,0.062745,0
4.389,0.059542,0
4.401,0.065686,0
4.41,0.06116,0
4.417,0.064946,0
4.426,0.064335,0
4.438,0.060614,0
4.444,0.059997,0
4.474,0.05966,0
4.48,0.06047,0
4.49,0.065143,0
4.497,0.063282,0
4.506,0.061383,0
4.512,0.059958,0
4.521,0.062797,0
4.527,0.064257,0
4.538,0.0634,0
4.544,0.058663,0
4.553,0.059691,0
4.558,0.06586,0
4.57,0.060383,0
4.598,0.066158,0
4.604,0.059098,0
4.615,0.058965,0
4.621,0.060227,0
4.631,0.062744,0
4.637,0.068418,0
4.647,0.060389,0
4.653,0.061982,0
4.663,0.0623,0
4.669,0.065069,0
4.679,0.063305,0
4.685,0.06019,0
4.693,0.061407,0
4.721,0.058731,0
4.726,0.062699,0
4.737,0.061138,0
4.743,0.061071,0
4.752,0.060133,0
4.758,0.064808,0
4.768,0.062227,0
4.78,0.061782,0
4.79,0.061908,0
4.796,0.066346,0
4.805,0.060318,0
4.811,0.0585,0
4.82,0.064627,0
4.826,0.063449,0
4.836,0.058432,0
4.842,0.060178,0
4.852,0.0631,0
4.858,0.061502,0
4.867,0.066322,0
4.873,0.062672,0
4.883,0.063209,0
4.889,0.060466,0
4.899,0.064929,0
4.905,0.062621,0
4.914,0.060775,0
4.92,0.062065,0
4.929,0.060401,0
4.935,0.062669,0
4.944,0.060287,0
4.956,0.057992,0
4.963,0.060233,0
4.974,0.059249,0
4.986,0.065993,0
4.997,0.059013,0
5.003,0.061447,0
5.012,0.061237,0
5.019,0.063275,0
5.026,0.062872,0
5.037,0.061369,0
5.048,0.059669,0
5.058,0.061862,0
5.065,0.059948,0
5.073,0.059857,0
5.079,0.064675,0
5.088,0.063862,0
5.094,0.060089,0
5.103,0.06151,0
5.109,0.062732,0
5.119,0.068906,0
5.125,0.061088,0
5.135,0.058552,0
5.141,0.060811,0
5.151,0.062479,0
5.157,0.06694,0
5.167,0.061023,0
5.173,0.061693,0
5.182,0.05935,0
5.188,0.059917,0
5.198,0.059524,0
5.204,0.062337,0
5.214,0.060094,0
5.22,0.061239,0
5.23,0.066035,0
5.236,0.067615,0
5.245,0.059147,0
5.251,0.058907,0
5.26,0.060525,0
5.267,0.06199,0
5.276,0.069884,0
5.288,0.0588,0
5.294,0.062675,0
5.306,0.06301,0
5.312,0.060043,0
5.321,0.065475,0
5.327,0.063123,0
5.336,0.0608,0
5.342,0.059939,0
5.352,0.064451,0
5.358,0.066582,0
5.367,0.063562,0
5.373,0.060219,0
5.383,0.061792,0
5.389,0.060774,0
5.398,0.06595,0
5.404,0.058548,0
5.414,0.059909,0
5.42,0.062144,0
5.429,0.062216,0
5.435,0.061738,0
5.444,0.059429,0
5.456,0.05939,0
5.462,0.058408,0
5.474,0.061283,0
5.486,0.059994,0
5.498,0.060644,0
5.508,0.061534,0
5.514,0.060587,0
5.523,0.064289,0
5.531,0.060691,0
5.561,0.061047,0
5.567,0.063172,0
5.577,0.062952,0
5.584,0.05923,0
5.593,0.063331,0
5.601,0.059517,0
5.609,0.060164,0
5.619,0.067574,0
5.624,0.06101,0
5.636,0.063978,0
5.646,0.05899,0
5.652,0.058411,0
5.662,0.064426,0
5.69,0.060249,0
5.696,0.064394,0
5.705,0.061714,0
5.711,0.059231,0
5.72,0.065995,0
5.726,0.060929,0
5.736,0.059536,0
5.742,0.060482,0
5.752,0.062494,0
5.758,0.065645,0
5.769,0.063782,0
5.774,0.067961,0
5.785,0.058437,0
5.812,0.060829,0
5.818,0.06676,0
5.827,0.059212,0
5.833,0.064212,0
5.842,0.062418,0
5.848,0.061871,0
5.857,0.061384,0
5.864,0.059441,0
5.873,0.060581,0
5.879,0.065285,0
5.887,0.065904,0
5.893,0.059244,0
5.902,0.061901,0
5.907,0.063887,0
5.919,0.060251,0
5.929,0.061254,0
5.935,0.061834,0
5.945,0.060265,0
5.951,0.058532,0
5.959,0.065478,0
5.966,0.062614,0
5.975,0.066121,0
5.981,0.060028,0
5.991,0.063382,0
0.003,0.064551,0.02
0.009,0.06312,0.02
0.021,0.067497,0.02
0.033,0.061402,0.02
0.043,0.068944,0.02
0.05,0.085466,0.02
0.059,0.086787,0.02
0.071,0.10221,0.02
0.077,0.1177,0.02
0.089,0.12888,0.02
0.095,0.11763,0.02
0.104,0.11037,0.02
0.11,0.10284,0.02
0.12,0.097201,0.02
0.126,0.10671,0.02
0.135,0.10706,0.02
0.141,0.10863,0.02
0.152,0.10021,0.02
0.158,0.10627,0.02
0.167,0.10329,0.02
0.173,0.10774,0.02
0.183,0.10112,0.02
0.189,0.10435,0.02
0.198,0.10559,0.02
0.204,0.10359,0.02
0.214,0.10338,0.02
0.22,0.10405,0.02
0.229,0.1056,0.02
0.235,0.10215,0.02
0.244,0.10235,0.02
0.256,0.10046,0.02
0.262,0.099691,0.02
0.274,0.10301,0.02
0.281,0.10495,0.02
0.29,0.099274,0.02
0.296,0.10764,0.02
0.305,0.10279,0.02
0.311,0.099391,0.02
0.32,0.10182,0.02
0.326,0.10117,0.02
0.336,0.099871,0.02
0.342,0.098674,0.02
0.352,0.096266,0.02
0.358,0.10673,0.02
0.367,0.094913,0.02
0.373,0.10446,0.02
0.383,0.1023,0.02
0.389,0.093169,0.02
0.398,0.10189,0.02
0.404,0.09532,0.02
0.414,0.092445,0.02
0.42,0.098978,0.02
0.429,0.093913,0.02
0.435,0.10366,0.02
0.444,0.098143,0.02
0.456,0.092142,0.02
0.463,0.096248,0.02
0.474,0.092345,0.02
0.486,0.10043,0.02
0.496,0.094336,0.02
0.502,0.094314,0.02
0.512,0.092963,0.02
0.518,0.098829,0.02
0.527,0.089945,0.02
0.534,0.098434,0.02
0.543,0.091756,0.02
0.55,0.093348,0.02
0.559,0.10186,0.02
0.566,0.090445,0.02
0.574,0.10512,0.02
0.581,0.098846,0.02
0.59,0.091577,0.02
0.597,0.10379,0.02
0.606,0.092064,0.02
0.638,0.099309,0.02
0.643,0.093792,0.02
0.653,0.094356,0.02
0.659,0.097135,0.02
0.67,0.091962,0.02
0.676,0.10333,0.02
0.685,0.092914,0.02
0.691,0.092369,0.02
0.702,0.10128,0.02
0.712,0.092741,0.02
0.718,0.09962,0.02
0.727,0.09235,0.02
0.734,0.097952,0.02
0.762,0.09128,0.02
0.768,0.089791,0.02
0.777,0.099887,0.02
0.784,0.092159,0.02
0.793,0.092331,0.02
0.8,0.098643,0.02
0.808,0.091642,0.02
0.814,0.098649,0.02
0.824,0.099028,0.02
0.836,0.093175,0.02
0.847,0.093947,0.02
0.858,0.10076,0.02
0.886,0.090775,0.02
0.892,0.093885,0.02
0.902,0.093818,0.02
0.908,0.091774,0.02
0.917,0.10152,0.02
0.923,0.092893,0.02
0.933,0.092377,0.02
0.939,0.095042,0.02
0.949,0.09128,0.02
0.955,0.099973,0.02
0.964,0.095507,0.02
0.97,0.089799,0.02
0.979,0.10166,0.02
0.985,0.089665,0.02
0.994,0.09323,0.02
1.006,0.096956,0.02
1.013,0.093512,0.02
1.024,0.10069,0.02
1.036,0.090786,0.02
1.045,0.095325,0.02
1.051,0.091,0.02
1.06,0.10048,0.02
1.067,0.092433,0.02
1.075,0.096187,0.02
1.081,0.093825,0.02
1.09,0.092408,0.02
1.097,0.1016,0.02
1.106,0.09114,0.02
1.112,0.094204,0.02
1.121,0.098117,0.02
1.127,0.092133,0.02
1.136,0.10066,0.02
1.142,0.093129,0.02
