# Material: Ecoflex 30
# Mullin's Effect: Removed at 40KPa
# Test sample: 1 (8x8w7mm_5 chambers with extra wall length at one end to clamp the sample)
# Time (s), Force (N), Pressure (N/mm2)
5.309,0.052366,0
5.316,0.057148,0
5.325,0.052439,0
5.332,0.050309,0
5.341,0.04967,0
5.347,0.051735,0
5.356,0.053722,0
5.362,0.048602,0
5.371,0.051204,0
5.401,0.050477,0
5.407,0.052481,0
5.418,0.051255,0
5.424,0.050737,0
5.433,0.052142,0
5.439,0.054549,0
5.449,0.056042,0
5.455,0.055921,0
5.464,0.051953,0
5.47,0.049865,0
5.48,0.057738,0
5.486,0.052688,0
5.495,0.051864,0
5.501,0.049546,0
5.51,0.051618,0
5.522,0.057278,0
5.529,0.053865,0
5.54,0.058318,0
5.552,0.052683,0
5.563,0.056688,0
5.569,0.049208,0
5.578,0.055668,0
5.59,0.049277,0
5.597,0.05884,0
5.608,0.051,0
5.619,0.057914,0
5.63,0.053091,0
5.64,0.057573,0
5.647,0.051252,0
5.656,0.061752,0
5.662,0.05043,0
5.671,0.052215,0
5.677,0.059069,0
5.686,0.053698,0
5.692,0.049441,0
5.701,0.048398,0
5.707,0.056237,0
5.717,0.055336,0
5.723,0.048961,0
5.733,0.052187,0
5.739,0.052483,0
5.749,0.056516,0
5.755,0.056282,0
5.764,0.053861,0
5.77,0.047906,0
5.78,0.05987,0
5.786,0.051105,0
5.795,0.05023,0
5.801,0.051813,0
5.809,0.053294,0
5.816,0.054552,0
5.824,0.050761,0
5.83,0.051779,0
5.839,0.060189,0
5.845,0.051472,0
5.854,0.049326,0
5.86,0.055817,0
5.869,0.053625,0
5.875,0.055998,0
5.885,0.04761,0
5.891,0.050049,0
5.901,0.057647,0
5.907,0.050806,0
5.917,0.055856,0
5.923,0.049101,0
5.933,0.050513,0
5.939,0.053631,0
5.948,0.053751,0
5.954,0.054779,0
5.963,0.055053,0
5.969,0.050285,0
5.978,0.060669,0
5.984,0.050848,0
5.993,0.05024,0
0.005,0.053219,0.038
0.012,0.050516,0.038
0.024,0.056516,0.038
0.035,0.049024,0.038
0.045,0.059417,0.038
0.051,0.063397,0.038
0.061,0.13394,0.038
0.067,0.08086,0.038
0.076,0.10906,0.038
0.088,0.11876,0.038
0.094,0.19262,0.038
0.106,0.21608,0.038
0.119,0.25636,0.038
0.13,0.2449,0.038
0.136,0.27938,0.038
0.147,0.26033,0.038
0.153,0.27399,0.038
0.164,0.28128,0.038
0.17,0.25875,0.038
0.18,0.28328,0.038
0.186,0.25553,0.038
0.217,0.2773,0.038
0.223,0.2563,0.038
0.234,0.25997,0.038
0.24,0.2695,0.038
0.251,0.24965,0.038
0.257,0.27432,0.038
0.268,0.25292,0.038
0.274,0.26834,0.038
0.285,0.26153,0.038
0.291,0.25751,0.038
0.301,0.27271,0.038
0.306,0.24673,0.038
0.318,0.2711,0.038
0.348,0.24659,0.038
0.354,0.26429,0.038
0.364,0.25176,0.038
0.37,0.24931,0.038
0.38,0.27149,0.038
0.386,0.2461,0.038
0.396,0.2605,0.038
0.402,0.25198,0.038
0.412,0.24391,0.038
0.418,0.26549,0.038
0.428,0.24732,0.038
0.434,0.26524,0.038
0.443,0.26121,0.038
0.471,0.24902,0.038
0.477,0.26753,0.038
0.487,0.24561,0.038
0.493,0.2643,0.038
0.502,0.26253,0.038
0.508,0.2429,0.038
0.518,0.26227,0.038
0.524,0.24572,0.038
0.534,0.24867,0.038
0.54,0.25747,0.038
0.549,0.23971,0.038
0.555,0.26768,0.038
0.565,0.25654,0.038
0.571,0.25492,0.038
0.58,0.26413,0.038
0.586,0.24173,0.038
0.596,0.25346,0.038
0.602,0.2519,0.038
0.611,0.24233,0.038
0.617,0.2684,0.038
0.626,0.23994,0.038
0.639,0.26145,0.038
0.646,0.24199,0.038
0.657,0.25825,0.038
0.669,0.25266,0.038
0.679,0.26631,0.038
0.685,0.24621,0.038
0.695,0.25735,0.038
0.701,0.26327,0.038
0.709,0.24435,0.038
0.716,0.27735,0.038
0.724,0.25736,0.038
0.73,0.2568,0.038
0.739,0.2806,0.038
0.745,0.25334,0.038
0.754,0.25978,0.038
0.76,0.27362,0.038
0.769,0.25259,0.038
0.775,0.27529,0.038
0.785,0.26364,0.038
0.791,0.26035,0.038
0.801,0.27996,0.038
0.807,0.24908,0.038
0.816,0.27345,0.038
0.822,0.26092,0.038
0.832,0.25071,0.038
0.838,0.27354,0.038
0.847,0.25725,0.038
0.853,0.26884,0.038
0.863,0.26996,0.038
0.869,0.25709,0.038
0.878,0.27691,0.038
0.884,0.25708,0.038
0.893,0.25014,0.038
0.905,0.2706,0.038
0.912,0.25864,0.038
0.923,0.27201,0.038
0.935,0.251,0.038
0.944,0.26104,0.038
0.95,0.25649,0.038
0.959,0.27608,0.038
0.966,0.24683,0.038
0.975,0.26311,0.038
0.987,0.25998,0.038
0.993,0.2672,0.038
1.005,0.27133,0.038
1.017,0.26392,0.038
1.027,0.25147,0.038
1.033,0.26637,0.038
1.042,0.27226,0.038
1.049,0.25098,0.038
1.058,0.27565,0.038
1.07,0.24595,0.038
1.076,0.27651,0.038
1.088,0.25252,0.038
1.1,0.26781,0.038
1.109,0.24879,0.038
1.116,0.27623,0.038
1.125,0.24688,0.038
1.138,0.26242,0.038
1.144,0.25289,0.038
1.156,0.25402,0.038
1.163,0.26155,0.038
1.171,0.2631,0.038
1.177,0.27825,0.038
1.188,0.24552,0.038
1.195,0.27695,0.038
1.204,0.2588,0.038
1.21,0.2518,0.038
1.22,0.2744,0.038
1.225,0.24925,0.038
1.235,0.26093,0.038
1.241,0.26005,0.038
1.252,0.24723,0.038
1.263,0.27749,0.038
1.295,0.27315,0.038
1.301,0.26603,0.038
1.31,0.26325,0.038
1.317,0.28003,0.038
1.326,0.2543,0.038
1.333,0.27358,0.038
1.342,0.26281,0.038
1.349,0.26034,0.038
1.357,0.27439,0.038
1.363,0.26414,0.038
1.373,0.26127,0.038
1.385,0.27998,0.038
1.396,0.2693,0.038
1.421,0.26972,0.038
1.426,0.25547,0.038
1.436,0.27856,0.038
1.442,0.26438,0.038
1.453,0.25594,0.038
1.459,0.27808,0.038
1.469,0.25517,0.038
1.475,0.27797,0.038
1.485,0.26954,0.038
1.49,0.25982,0.038
1.501,0.27856,0.038
1.512,0.25701,0.038
1.541,0.27,0.038
1.547,0.25375,0.038
1.556,0.27844,0.038
1.562,0.26565,0.038
1.571,0.25611,0.038
1.577,0.28019,0.038
1.586,0.25909,0.038
1.592,0.26818,0.038
1.602,0.27732,0.038
1.608,0.25477,0.038
1.618,0.27335,0.038
1.624,0.26163,0.038
1.634,0.26156,0.038
1.64,0.27606,0.038
1.65,0.25115,0.038
1.656,0.2828,0.038
1.666,0.26776,0.038
1.672,0.2721,0.038
1.681,0.27985,0.038
1.687,0.25258,0.038
1.696,0.27575,0.038
1.702,0.26587,0.038
1.711,0.26498,0.038
1.717,0.28482,0.038
1.726,0.25262,0.038
1.738,0.2778,0.038
1.744,0.25937,0.038
1.756,0.26015,0.038
1.768,0.27044,0.038
1.777,0.277,0.038
1.783,0.26077,0.038
1.792,0.25767,0.038
1.804,0.27698,0.038
1.81,0.25787,0.038
1.822,0.27722,0.038
1.834,0.2591,0.038
1.845,0.2743,0.038
1.851,0.26898,0.038
1.859,0.28656,0.038
1.866,0.25636,0.038
1.874,0.27942,0.038
1.881,0.27444,0.038
1.889,0.26511,0.038
1.895,0.27911,0.038
1.904,0.27294,0.038
1.91,0.26238,0.038
1.919,0.28283,0.038
1.925,0.26287,0.038
1.935,0.27204,0.038
1.941,0.27415,0.038
1.951,0.25569,0.038
1.957,0.28429,0.038
1.967,0.26589,0.038
1.973,0.2779,0.038
1.983,0.28237,0.038
1.99,0.26319,0.038
1.999,0.28706,0.038
2.005,0.25586,0.038
2.015,0.26917,0.038
2.021,0.27297,0.038
2.031,0.25724,0.038
2.037,0.28601,0.038
2.046,0.26561,0.038
2.052,0.27949,0.038
2.061,0.28937,0.038
2.073,0.26216,0.038
2.08,0.27997,0.038
2.091,0.26216,0.038
2.102,0.28713,0.038
2.114,0.26212,0.038
2.124,0.28093,0.038
2.131,0.26997,0.038
2.14,0.28411,0.038
2.147,0.26333,0.038
2.155,0.28946,0.038
2.166,0.28133,0.038
2.176,0.277,0.038
2.183,0.2711,0.038
2.191,0.26587,0.038
2.197,0.29153,0.038
2.206,0.26694,0.038
2.213,0.27786,0.038
2.222,0.27534,0.038
2.228,0.26492,0.038
2.236,0.29768,0.038
2.242,0.27403,0.038
2.252,0.26643,0.038
2.258,0.29238,0.038
2.269,0.27088,0.038
2.275,0.28848,0.038
2.284,0.26565,0.038
2.29,0.2722,0.038
2.301,0.28437,0.038
2.311,0.26266,0.038
2.322,0.28814,0.038
2.334,0.2719,0.038
2.361,0.28294,0.038
2.367,0.26589,0.038
2.376,0.2922,0.038
2.383,0.26915,0.038
2.392,0.27732,0.038
2.399,0.28713,0.038
2.408,0.26577,0.038
2.415,0.28815,0.038
2.423,0.26637,0.038
2.429,0.26673,0.038
2.439,0.2911,0.038
2.451,0.26639,0.038
2.482,0.27472,0.038
2.487,0.26763,0.038
2.498,0.29293,0.038
2.505,0.26663,0.038
2.514,0.28054,0.038
2.52,0.28499,0.038
2.53,0.26691,0.038
2.536,0.28915,0.038
2.546,0.27737,0.038
2.552,0.27978,0.038
2.563,0.29318,0.038
2.574,0.26965,0.038
2.603,0.26982,0.038
2.608,0.27589,0.038
2.618,0.28843,0.038
2.629,0.27202,0.038
2.64,0.29666,0.038
2.652,0.26916,0.038
2.662,0.29141,0.038
2.668,0.27076,0.038
2.678,0.28526,0.038
2.684,0.26964,0.038
2.693,0.27104,0.038
2.705,0.28972,0.038
2.711,0.27637,0.038
2.723,0.29546,0.038
2.73,0.27436,0.038
2.739,0.2949,0.038
2.745,0.26842,0.038
2.754,0.27939,0.038
2.76,0.28649,0.038
2.769,0.26877,0.038
2.775,0.29268,0.038
2.784,0.28245,0.038
2.79,0.27351,0.038
2.8,0.29369,0.038
2.806,0.27076,0.038
2.816,0.283,0.038
2.822,0.27659,0.038
2.832,0.26932,0.038
2.838,0.29058,0.038
2.847,0.27068,0.038
2.853,0.28631,0.038
2.863,0.29034,0.038
2.869,0.27031,0.038
2.878,0.2934,0.038
2.89,0.27135,0.038
2.897,0.29199,0.038
2.908,0.27204,0.038
2.919,0.29304,0.038
2.93,0.2682,0.038
2.941,0.29729,0.038
2.953,0.26958,0.038
2.964,0.28852,0.038
2.974,0.27469,0.038
2.981,0.28576,0.038
2.99,0.27533,0.038
2.997,0.29546,0.038
3.005,0.27211,0
3.016,0.27748,0
3.026,0.27709,0
3.033,0.28958,0
3.042,0.28593,0
3.054,0.26197,0
3.06,0.25472,0
3.072,0.23979,0
3.084,0.25078,0
3.093,0.20731,0
3.1,0.17768,0
3.109,0.13297,0
3.121,0.10232,0
3.127,0.089534,0
3.139,0.06939,0
3.146,0.050065,0
3.155,0.093446,0
3.161,0.079798,0
3.17,0.055755,0
3.176,0.065774,0
3.185,0.061967,0
3.191,0.053211,0
3.201,0.061759,0
3.207,0.041593,0
3.216,0.060773,0
3.222,0.044846,0
3.232,0.043465,0
3.238,0.053631,0
3.247,0.047623,0
3.253,0.049016,0
3.263,0.053503,0
3.269,0.046012,0
3.277,0.058166,0
3.283,0.044442,0
3.292,0.042672,0
3.299,0.053678,0
3.307,0.043536,0
3.313,0.052444,0
3.324,0.052593,0
3.335,0.045868,0
3.341,0.047154,0
3.352,0.045021,0
3.363,0.051625,0
3.369,0.043219,0
3.379,0.057749,0
3.385,0.04725,0
3.395,0.04943,0
3.424,0.044806,0
3.43,0.046197,0
3.441,0.057838,0
3.454,0.045026,0
3.467,0.048882,0
3.479,0.049347,0
3.491,0.044277,0
3.498,0.05383,0
3.509,0.043994,0
3.515,0.056503,0
3.526,0.044508,0
3.553,0.049928,0
3.558,0.049588,0
3.569,0.047283,0
3.575,0.058455,0
3.585,0.049125,0
3.591,0.04796,0
3.601,0.057657,0
3.607,0.045598,0
3.619,0.05377,0
3.625,0.045359,0
3.636,0.048395,0
3.642,0.046142,0
3.652,0.044395,0
3.68,0.050973,0
3.685,0.04733,0
3.696,0.047389,0
3.706,0.044718,0
3.713,0.054014,0
3.721,0.04677,0
3.727,0.048375,0
3.737,0.051722,0
3.743,0.047379,0
3.752,0.045539,0
3.758,0.052218,0
3.768,0.049077,0
3.774,0.056609,0
3.783,0.049119,0
3.788,0.046526,0
3.8,0.052404,0
3.81,0.046723,0
3.816,0.054067,0
3.825,0.047093,0
3.831,0.046805,0
3.845,0.059098,0
3.855,0.044826,0
3.861,0.047015,0
3.87,0.046675,0
3.876,0.058591,0
3.885,0.045755,0
3.891,0.046214,0
3.901,0.057688,0
3.907,0.049303,0
3.917,0.059026,0
3.923,0.047455,0
3.932,0.048352,0
3.938,0.056691,0
3.948,0.046472,0
3.954,0.049145,0
3.963,0.05088,0
3.969,0.043837,0
3.978,0.054938,0
3.984,0.04535,0
3.993,0.046318,0
4.005,0.053011,0
4.012,0.045014,0
4.023,0.053489,0
4.035,0.046355,0
4.045,0.047811,0
4.051,0.046749,0
4.061,0.05942,0
4.068,0.047433,0
4.076,0.055408,0
4.086,0.045472,0
4.092,0.050026,0
4.102,0.054995,0
4.108,0.046603,0
4.118,0.056194,0
4.124,0.047585,0
4.133,0.047343,0
4.139,0.054308,0
4.149,0.048086,0
4.155,0.059294,0
4.165,0.047648,0
4.171,0.046243,0
4.18,0.056003,0
4.186,0.047017,0
4.196,0.047594,0
4.202,0.04468,0
4.211,0.048806,0
4.217,0.057214,0
4.226,0.044717,0
4.238,0.054774,0
4.245,0.046357,0
4.258,0.046769,0
4.269,0.046613,0
4.276,0.055805,0
4.285,0.050962,0
4.295,0.04564,0
4.307,0.049211,0
4.314,0.048681,0
4.326,0.046739,0
4.333,0.051487,0
4.342,0.045018,0
4.356,0.048156,0
4.363,0.045216,0
4.375,0.045883,0
4.385,0.045857,0
4.392,0.048378,0
4.401,0.044649,0
4.407,0.049867,0
4.417,0.051083,0
4.423,0.046385,0
4.434,0.048561,0
4.445,0.049067,0
4.456,0.047064,0
4.468,0.046828,0
4.494,0.05314,0
4.5,0.051295,0
4.511,0.051922,0
4.517,0.060829,0
4.526,0.046539,0
4.533,0.051169,0
4.542,0.055218,0
4.549,0.048392,0
4.558,0.055463,0
4.565,0.047653,0
4.574,0.045881,0
4.58,0.049315,0
4.589,0.047983,0
4.62,0.051737,0
4.625,0.048985,0
4.636,0.048948,0
4.642,0.048657,0
4.652,0.046242,0
4.657,0.054638,0
4.668,0.048314,0
4.68,0.050441,0
4.689,0.050763,0
4.696,0.054089,0
4.705,0.046945,0
4.711,0.047814,0
4.72,0.054005,0
4.749,0.048153,0
4.754,0.055598,0
4.764,0.056197,0
4.775,0.046617,0
4.786,0.046518,0
4.797,0.048681,0
4.808,0.045291,0
4.819,0.051894,0
4.83,0.050473,0
4.84,0.054954,0
4.846,0.049425,0
4.855,0.04737,0
4.861,0.049477,0
4.87,0.053764,0
4.875,0.057101,0
4.885,0.047206,0
4.89,0.047492,0
4.9,0.054024,0
4.911,0.049143,0
4.921,0.054191,0
4.926,0.049674,0
4.936,0.051002,0
4.941,0.046573,0
4.951,0.047964,0
4.962,0.057561,0
4.973,0.047519,0
4.984,0.053088,0
4.995,0.046915,0
5.007,0.048491,0
5.018,0.051568,0
5.028,0.047781,0
5.034,0.054712,0
5.044,0.048919,0
5.05,0.048175,0
5.059,0.055136,0
5.071,0.051718,0
5.077,0.055761,0
5.089,0.047094,0
5.096,0.050529,0
5.105,0.046934,0
5.111,0.047555,0
5.119,0.056774,0
5.125,0.048574,0
5.135,0.046589,0
5.141,0.047419,0
5.151,0.049176,0
5.157,0.055538,0
5.166,0.047356,0
5.172,0.04851,0
5.182,0.056341,0
5.188,0.047132,0
5.198,0.049985,0
5.204,0.050984,0
5.213,0.046193,0
5.219,0.051859,0
5.228,0.051275,0
5.234,0.057061,0
5.243,0.05105,0
5.255,0.050061,0
5.262,0.045914,0
5.273,0.049925,0
5.285,0.051968,0
5.295,0.04893,0
5.306,0.047631,0
5.318,0.054568,0
5.328,0.046978,0
5.334,0.057924,0
5.343,0.051304,0
5.35,0.046784,0
5.359,0.057065,0
5.371,0.052284,0
5.378,0.057467,0
5.389,0.048117,0
5.4,0.05066,0
5.41,0.049522,0
5.416,0.055223,0
5.425,0.047983,0
5.432,0.046097,0
5.44,0.054303,0
5.447,0.051635,0
5.456,0.057168,0
5.463,0.046271,0
5.472,0.047551,0
5.478,0.053879,0
5.487,0.051512,0
5.493,0.052128,0
5.502,0.05237,0
5.507,0.049414,0
5.518,0.050279,0
5.53,0.050508,0
5.54,0.054667,0
5.568,0.050026,0
5.573,0.05091,0
5.584,0.049759,0
5.59,0.049277,0
5.601,0.057317,0
5.607,0.050061,0
5.617,0.051024,0
5.623,0.048119,0
5.634,0.04991,0
5.646,0.050697,0
5.656,0.04812,0
5.671,0.052114,0
5.696,0.054334,0
5.702,0.046553,0
5.712,0.047421,0
5.718,0.052936,0
5.726,0.047914,0
5.732,0.051525,0
5.742,0.053798,0
5.749,0.047687,0
5.757,0.05792,0
5.763,0.047254,0
5.773,0.047428,0
5.785,0.050003,0
5.816,0.055745,0
5.822,0.047785,0
5.831,0.052276,0
5.837,0.050261,0
5.847,0.047544,0
5.858,0.050094,0
5.869,0.052149,0
5.88,0.059587,0
5.89,0.050239,0
5.897,0.051988,0
5.905,0.048839,0
5.911,0.046222,0
5.92,0.05628,0
5.926,0.049319,0
5.935,0.050152,0
5.941,0.049767,0
5.951,0.050251,0
5.956,0.055293,0
5.967,0.047927,0
5.977,0.049745,0
5.983,0.048448,0
5.992,0.049323,0
5.998,0.048525,0
0.007,0.048749,0.039
0.013,0.04935,0.039
0.023,0.04863,0.039
0.035,0.049469,0.039
0.045,0.051836,0.039
0.056,0.10282,0.039
0.067,0.079288,0.039
0.078,0.21702,0.039
0.089,0.17008,0.039
0.101,0.22636,0.039
0.109,0.24306,0.039
0.115,0.26238,0.039
0.125,0.26544,0.039
0.135,0.26844,0.039
0.146,0.26522,0.039
0.157,0.27796,0.039
0.168,0.2616,0.039
0.18,0.27897,0.039
0.191,0.26108,0.039
0.202,0.27936,0.039
0.213,0.26342,0.039
0.224,0.28145,0.039
0.235,0.26746,0.039
0.247,0.27276,0.039
0.256,0.2772,0.039
0.263,0.27184,0.039
0.272,0.26143,0.039
0.278,0.28036,0.039
0.287,0.26011,0.039
0.293,0.27883,0.039
0.302,0.27304,0.039
0.307,0.26342,0.039
0.318,0.27976,0.039
0.328,0.26882,0.039
0.339,0.29076,0.039
0.351,0.26255,0.039
0.361,0.28748,0.039
0.367,0.26304,0.039
0.377,0.28079,0.039
0.383,0.26723,0.039
0.391,0.26705,0.039
0.397,0.28398,0.039
0.406,0.26136,0.039
0.413,0.27477,0.039
0.422,0.28125,0.039
0.428,0.26048,0.039
0.437,0.28685,0.039
0.443,0.26993,0.039
0.452,0.26594,0.039
0.458,0.28755,0.039
0.468,0.26332,0.039
0.474,0.28515,0.039
0.484,0.28824,0.039
0.49,0.27452,0.039
0.5,0.29399,0.039
0.506,0.27102,0.039
0.516,0.28256,0.039
0.522,0.28,0.039
0.533,0.27724,0.039
0.539,0.29525,0.039
0.55,0.27254,0.039
0.556,0.30034,0.039
0.566,0.27749,0.039
0.572,0.29148,0.039
0.582,0.30108,0.039
0.588,0.27835,0.039
0.598,0.29938,0.039
0.604,0.27789,0.039
0.614,0.28592,0.039
0.645,0.27888,0.039
0.65,0.29285,0.039
0.66,0.3094,0.039
0.666,0.28439,0.039
0.675,0.29408,0.039
0.682,0.29031,0.039
0.691,0.29405,0.039
0.698,0.30944,0.039
0.706,0.28069,0.039
0.712,0.296,0.039
0.722,0.3078,0.039
0.734,0.28895,0.039
0.743,0.30086,0.039
0.77,0.29563,0.039
0.775,0.31093,0.039
0.786,0.28849,0.039
0.792,0.30854,0.039
0.801,0.30834,0.039
0.807,0.28874,0.039
0.817,0.31228,0.039
0.823,0.29689,0.039
0.834,0.29174,0.039
0.84,0.30914,0.039
0.851,0.2904,0.039
0.856,0.32437,0.039
0.867,0.29709,0.039
0.896,0.32364,0.039
0.902,0.31247,0.039
0.911,0.30146,0.039
0.917,0.33035,0.039
0.926,0.30846,0.039
0.933,0.32549,0.039
0.942,0.32237,0.039
0.954,0.31155,0.039
0.96,0.32315,0.039
0.972,0.3032,0.039
0.984,0.33007,0.039
0.993,0.31473,0.039
1,0.32729,0.039
1.009,0.30635,0.039
1.021,0.3357,0.039
1.027,0.30098,0.039
1.039,0.32395,0.039
1.046,0.30521,0.039
1.055,0.3171,0.039
1.061,0.31319,0.039
1.07,0.30646,0.039
1.076,0.32675,0.039
1.085,0.3112,0.039
1.091,0.31678,0.039
1.101,0.33204,0.039
1.107,0.30935,0.039
1.117,0.32669,0.039
1.122,0.31552,0.039
1.133,0.30418,0.039
1.143,0.32436,0.039
1.149,0.3108,0.039
1.158,0.33,0.039
1.164,0.30621,0.039
1.173,0.31349,0.039
1.179,0.33175,0.039
1.188,0.3104,0.039
1.193,0.32781,0.039
1.203,0.32757,0.039
1.208,0.315,0.039
1.218,0.34015,0.039
1.223,0.3159,0.039
1.234,0.31412,0.039
1.244,0.33201,0.039
1.25,0.31964,0.039
1.259,0.33934,0.039
1.265,0.31254,0.039
1.274,0.32262,0.039
1.28,0.33227,0.039
1.289,0.3169,0.039
1.295,0.33424,0.039
1.304,0.32549,0.039
1.309,0.32475,0.039
1.319,0.34257,0.039
1.324,0.31945,0.039
1.334,0.32085,0.039
1.345,0.33332,0.039
1.356,0.32594,0.039
1.367,0.32336,0.039
1.378,0.33526,0.039
1.389,0.32146,0.039
1.401,0.34278,0.039
1.411,0.31737,0.039
1.417,0.34422,0.039
1.426,0.32534,0.039
1.433,0.33862,0.039
1.442,0.33208,0.039
1.455,0.32691,0.039
1.461,0.33503,0.039
1.473,0.32053,0.039
1.485,0.34299,0.039
1.495,0.33004,0.039
1.501,0.33486,0.039
1.511,0.31961,0.039
1.517,0.3441,0.039
1.526,0.32361,0.039
1.538,0.3442,0.039
1.544,0.32765,0.039
1.556,0.32994,0.039
1.568,0.33371,0.039
1.578,0.34582,0.039
1.584,0.32569,0.039
1.594,0.32914,0.039
1.6,0.338,0.039
1.609,0.32539,0.039
1.616,0.34549,0.039
1.625,0.327,0.039
1.632,0.33854,0.039
1.641,0.34686,0.039
1.648,0.32488,0.039
1.656,0.35266,0.039
1.662,0.33277,0.039
1.672,0.32421,0.039
1.684,0.34222,0.039
1.715,0.34965,0.039
1.72,0.34032,0.039
1.73,0.32469,0.039
1.736,0.35077,0.039
1.747,0.33573,0.039
1.758,0.34551,0.039
1.765,0.32558,0.039
1.774,0.35275,0.039
1.781,0.33788,0.039
1.79,0.33299,0.039
1.796,0.35259,0.039
1.805,0.33762,0.039
1.836,0.3503,0.039
1.841,0.33782,0.039
1.852,0.33112,0.039
1.858,0.35017,0.039
1.868,0.32515,0.039
1.874,0.35457,0.039
1.884,0.34174,0.039
1.89,0.33589,0.039
1.901,0.3517,0.039
1.911,0.32709,0.039
1.917,0.35157,0.039
1.927,0.33173,0.039
1.956,0.35379,0.039
1.962,0.33619,0.039
1.971,0.32927,0.039
1.977,0.35482,0.039
1.986,0.33586,0.039
1.999,0.34052,0.039
2.005,0.33062,0.039
2.016,0.33686,0.039
2.027,0.33759,0.039
2.033,0.3471,0.039
2.044,0.34937,0.039
2.054,0.33608,0.039
2.06,0.34569,0.039
2.069,0.32745,0.039
2.074,0.34972,0.039
2.085,0.34741,0.039
2.095,0.3404,0.039
2.106,0.3415,0.039
2.118,0.34606,0.039
2.129,0.33152,0.039
2.135,0.35427,0.039
2.144,0.34491,0.039
2.15,0.33966,0.039
2.158,0.35161,0.039
2.165,0.32883,0.039
2.174,0.34532,0.039
2.181,0.34583,0.039
2.189,0.33522,0.039
2.2,0.35337,0.039
2.21,0.33157,0.039
2.216,0.35528,0.039
2.225,0.33949,0.039
2.232,0.34318,0.039
2.241,0.34566,0.039
2.254,0.33412,0.039
2.26,0.34931,0.039
2.272,0.33271,0.039
2.279,0.35058,0.039
2.287,0.33501,0.039
2.292,0.35156,0.039
2.303,0.35638,0.039
2.314,0.33508,0.039
2.324,0.35186,0.039
2.33,0.34255,0.039
2.339,0.35828,0.039
2.345,0.3382,0.039
2.354,0.34771,0.039
2.359,0.35761,0.039
2.369,0.34168,0.039
2.374,0.36181,0.039
2.384,0.35937,0.039
2.395,0.34933,0.039
2.405,0.35614,0.039
2.411,0.35267,0.039
2.42,0.36831,0.039
2.425,0.34368,0.039
2.435,0.35496,0.039
2.44,0.36097,0.039
2.451,0.34786,0.039
2.461,0.36907,0.039
2.471,0.34707,0.039
2.482,0.37079,0.039
2.493,0.34716,0.039
2.504,0.36787,0.039
2.51,0.34994,0.039
2.52,0.36735,0.039
2.531,0.34762,0.039
2.542,0.37213,0.039
2.554,0.34676,0.039
2.56,0.36398,0.039
2.568,0.34582,0.039
2.574,0.36262,0.039
2.584,0.3647,0.039
2.59,0.35027,0.039
2.599,0.36546,0.039
2.605,0.34387,0.039
2.615,0.35287,0.039
2.621,0.35662,0.039
2.631,0.34252,0.039
2.637,0.36671,0.039
2.646,0.34644,0.039
2.652,0.35802,0.039
2.662,0.35323,0.039
2.675,0.34618,0.039
2.682,0.35224,0.039
2.694,0.34449,0.039
2.7,0.36082,0.039
2.709,0.34384,0.039
2.715,0.36653,0.039
2.725,0.36005,0.039
2.736,0.35675,0.039
2.747,0.35459,0.039
2.758,0.35796,0.039
2.788,0.34617,0.039
2.794,0.36506,0.039
2.804,0.35483,0.039
2.811,0.35217,0.039
2.82,0.35976,0.039
2.827,0.34424,0.039
2.836,0.36902,0.039
2.842,0.3544,0.039
2.851,0.34966,0.039
2.857,0.36742,0.039
2.868,0.34203,0.039
2.879,0.35859,0.039
2.908,0.34206,0.039
2.914,0.36492,0.039
2.924,0.35753,0.039
2.931,0.35518,0.039
2.939,0.36679,0.039
2.945,0.34824,0.039
2.954,0.35589,0.039
2.96,0.36083,0.039
2.97,0.34348,0.039
2.982,0.36578,0.039
2.992,0.34675,0.039
2.999,0.3626,0.039
3.028,0.34437,0
3.034,0.36149,0
3.044,0.35938,0
3.05,0.34813,0
3.058,0.36184,0
3.064,0.34228,0
3.073,0.33503,0
3.08,0.33497,0
3.089,0.27633,0
3.095,0.28459,0
3.104,0.25524,0
3.116,0.23779,0
3.122,0.24061,0
3.134,0.21601,0
3.14,0.1651,0
3.151,0.13023,0
3.163,0.10365,0
3.174,0.06939,0
3.186,0.056452,0
3.192,0.079525,0
3.204,0.089228,0
3.215,0.04791,0
3.226,0.048603,0
3.238,0.06187,0
3.249,0.041117,0
3.259,0.059563,0
3.266,0.038109,0
3.275,0.054516,0
3.287,0.046053,0
3.294,0.048599,0
3.305,0.052318,0
3.317,0.041212,0
3.327,0.039829,0
3.333,0.047847,0
3.342,0.048749,0
3.354,0.03944,0
3.36,0.048559,0
3.372,0.04064,0
3.384,0.053805,0
3.393,0.040764,0
3.399,0.049659,0
3.408,0.041191,0
3.414,0.053813,0
3.424,0.045693,0
3.436,0.04139,0
3.442,0.043625,0
3.454,0.039049,0
3.466,0.049867,0
3.475,0.042679,0
3.482,0.041124,0
3.491,0.041514,0
3.504,0.051804,0
3.511,0.040826,0
3.522,0.054455,0
3.534,0.041665,0
3.545,0.050621,0
3.552,0.043741,0
3.56,0.050767,0
3.57,0.041015,0
3.582,0.054342,0
3.593,0.041103,0
3.605,0.054813,0
3.611,0.046754,0
3.623,0.059222,0
3.63,0.040426,0
3.639,0.049201,0
3.651,0.041357,0
3.657,0.05798,0
3.669,0.042023,0
3.68,0.054294,0
3.691,0.044796,0
