# Material: Ecoflex 30
# Mullin's Effect: Removed at 40KPa
# Test sample: 1 (8x8w7mm_7 chambers with extra wall length at one end to clamp the sample)
# Time (s), Force (N), Pressure (N/mm2) 
5.878,0.03168,0
5.884,0.052813,0
5.893,0.033879,0
5.899,0.034719,0
5.907,0.050077,0
5.914,0.034233,0
5.922,0.052945,0
5.928,0.040151,0
5.937,0.031453,0
5.943,0.049119,0
5.952,0.035804,0
5.958,0.035695,0
5.967,0.052855,0
5.973,0.033548,0
5.983,0.036511,0
5.989,0.03803,0
5.998,0.032993,0
0.004,0.057408,0.051
0.014,0.0377,0.051
0.02,0.043114,0.051
0.029,0.051068,0.051
0.035,0.030824,0.051
0.045,0.041698,0.051
0.051,0.030541,0.051
0.06,0.036564,0.051
0.066,0.073065,0.051
0.074,0.042078,0.051
0.081,0.05456,0.051
0.089,0.15274,0.051
0.095,0.1401,0.051
0.104,0.077939,0.051
0.11,0.064391,0.051
0.119,0.090831,0.051
0.125,0.17095,0.051
0.134,0.19251,0.051
0.14,0.23943,0.051
0.15,0.19003,0.051
0.156,0.20424,0.051
0.165,0.26032,0.051
0.171,0.22935,0.051
0.181,0.23458,0.051
0.187,0.27034,0.051
0.196,0.26047,0.051
0.202,0.32014,0.051
0.211,0.31165,0.051
0.217,0.29124,0.051
0.225,0.34633,0.051
0.231,0.31728,0.051
0.24,0.33144,0.051
0.247,0.36834,0.051
0.256,0.34443,0.051
0.268,0.39574,0.051
0.274,0.36478,0.051
0.286,0.40497,0.051
0.298,0.39587,0.051
0.307,0.45724,0.051
0.313,0.42839,0.051
0.322,0.45062,0.051
0.328,0.47361,0.051
0.337,0.45409,0.051
0.343,0.52257,0.051
0.352,0.49933,0.051
0.358,0.51619,0.051
0.367,0.55599,0.051
0.373,0.52179,0.051
0.383,0.57744,0.051
0.389,0.578,0.051
0.399,0.56753,0.051
0.405,0.62661,0.051
0.414,0.60174,0.051
0.419,0.64727,0.051
0.429,0.66146,0.051
0.44,0.6428,0.051
0.451,0.69994,0.051
0.463,0.68927,0.051
0.491,0.7356,0.051
0.497,0.74302,0.051
0.506,0.78439,0.051
0.513,0.74484,0.051
0.521,0.79751,0.051
0.527,0.79609,0.051
0.536,0.75818,0.051
0.542,0.8162,0.051
0.551,0.80674,0.051
0.557,0.78829,0.051
0.566,0.8371,0.051
0.571,0.79031,0.051
0.582,0.802,0.051
0.611,0.81291,0.051
0.616,0.80707,0.051
0.627,0.85729,0.051
0.633,0.80396,0.051
0.642,0.82679,0.051
0.648,0.83593,0.051
0.656,0.81046,0.051
0.663,0.85833,0.051
0.671,0.80961,0.051
0.677,0.81938,0.051
0.687,0.85792,0.051
0.698,0.81332,0.051
0.71,0.85757,0.051
0.72,0.82281,0.051
0.731,0.84269,0.051
0.741,0.8166,0.051
0.748,0.84197,0.051
0.756,0.81159,0.051
0.762,0.86107,0.051
0.771,0.8385,0.051
0.778,0.82054,0.051
0.786,0.85455,0.051
0.792,0.80849,0.051
0.801,0.83216,0.051
0.807,0.85089,0.051
0.816,0.81475,0.051
0.822,0.85902,0.051
0.832,0.84221,0.051
0.838,0.83331,0.051
0.848,0.8601,0.051
0.854,0.81564,0.051
0.863,0.85291,0.051
0.869,0.8454,0.051
0.878,0.82228,0.051
0.884,0.86058,0.051
0.894,0.83337,0.051
0.9,0.86246,0.051
0.908,0.8504,0.051
0.914,0.82605,0.051
0.923,0.86102,0.051
0.93,0.83844,0.051
0.938,0.83115,0.051
0.945,0.87505,0.051
0.953,0.83179,0.051
0.959,0.85467,0.051
0.968,0.87597,0.051
0.973,0.83173,0.051
0.984,0.86088,0.051
0.999,0.84378,0.051
1.008,0.8713,0.051
1.014,0.83004,0.051
1.023,0.86386,0.051
1.029,0.84065,0.051
1.038,0.83245,0.051
1.045,0.87564,0.051
1.053,0.84639,0.051
1.059,0.85176,0.051
1.068,0.87442,0.051
1.074,0.83472,0.051
1.083,0.86469,0.051
1.088,0.85474,0.051
1.099,0.83137,0.051
1.11,0.8729,0.051
1.12,0.84233,0.051
1.127,0.86165,0.051
1.135,0.84157,0.051
1.141,0.86284,0.051
1.15,0.86434,0.051
1.156,0.84086,0.051
1.166,0.87177,0.051
1.172,0.83107,0.051
1.181,0.8699,0.051
1.187,0.86394,0.051
1.197,0.82906,0.051
1.203,0.87635,0.051
1.212,0.83629,0.051
1.218,0.85245,0.051
1.226,0.87866,0.051
1.232,0.82964,0.051
1.241,0.8578,0.051
1.248,0.86289,0.051
1.256,0.84627,0.051
1.263,0.88449,0.051
1.271,0.83935,0.051
1.278,0.84372,0.051
1.286,0.88194,0.051
1.292,0.84277,0.051
1.301,0.85812,0.051
1.307,0.87179,0.051
1.316,0.83619,0.051
1.322,0.87206,0.051
1.332,0.85825,0.051
1.338,0.8546,0.051
1.347,0.8791,0.051
1.353,0.83638,0.051
1.362,0.86338,0.051
1.368,0.85995,0.051
1.378,0.84013,0.051
1.384,0.88177,0.051
1.393,0.8458,0.051
1.399,0.87369,0.051
1.407,0.87617,0.051
1.434,0.83635,0.051
1.439,0.87294,0.051
1.45,0.87625,0.051
1.456,0.8413,0.051
1.466,0.87657,0.051
1.472,0.83818,0.051
1.482,0.86189,0.051
1.488,0.86107,0.051
1.498,0.83646,0.051
1.503,0.88429,0.051
1.513,0.86239,0.051
1.524,0.86905,0.051
1.552,0.83817,0.051
1.557,0.86,0.051
1.567,0.8847,0.051
1.573,0.83903,0.051
1.583,0.87509,0.051
1.589,0.85521,0.051
1.599,0.84835,0.051
1.605,0.87903,0.051
1.615,0.84075,0.051
1.621,0.87919,0.051
1.63,0.86736,0.051
1.635,0.85051,0.051
1.646,0.88225,0.051
1.672,0.84393,0.051
1.677,0.86422,0.051
1.687,0.88251,0.051
1.694,0.84085,0.051
1.702,0.88438,0.051
1.708,0.85821,0.051
1.717,0.84174,0.051
1.723,0.88323,0.051
1.733,0.85064,0.051
1.738,0.87329,0.051
1.748,0.88101,0.051
1.759,0.83902,0.051
1.788,0.8639,0.051
1.794,0.8422,0.051
1.803,0.87669,0.051
1.809,0.86162,0.051
1.818,0.84823,0.051
1.824,0.89293,0.051
1.833,0.85178,0.051
1.839,0.86746,0.051
1.849,0.88173,0.051
1.855,0.84459,0.051
1.864,0.87385,0.051
1.87,0.85469,0.051
1.879,0.8515,0.051
1.885,0.88261,0.051
1.894,0.84902,0.051
1.9,0.87706,0.051
1.909,0.87264,0.051
1.915,0.83894,0.051
1.924,0.89048,0.051
1.931,0.85344,0.051
1.939,0.86099,0.051
1.945,0.8824,0.051
1.954,0.85029,0.051
1.96,0.87453,0.051
1.969,0.87578,0.051
1.975,0.85588,0.051
1.984,0.87842,0.051
1.99,0.85576,0.051
2,0.85336,0.051
2.006,0.8825,0.051
2.015,0.83684,0.051
2.021,0.88779,0.051
2.031,0.87076,0.051
2.037,0.85742,0.051
2.046,0.8851,0.051
2.052,0.8453,0.051
2.061,0.87927,0.051
2.067,0.86878,0.051
2.075,0.8459,0.051
2.081,0.8849,0.051
2.09,0.87681,0.051
2.097,0.85629,0.051
2.105,0.87536,0.051
2.111,0.84819,0.051
2.12,0.86079,0.051
2.126,0.88063,0.051
2.135,0.84561,0.051
2.141,0.8912,0.051
2.15,0.87186,0.051
2.156,0.85148,0.051
2.166,0.89059,0.051
2.172,0.84171,0.051
2.181,0.87056,0.051
2.187,0.8787,0.051
2.196,0.8516,0.051
2.202,0.89775,0.051
2.211,0.85634,0.051
2.217,0.8729,0.051
2.225,0.89888,0.051
2.231,0.85489,0.051
2.24,0.86581,0.051
2.247,0.8912,0.051
2.255,0.85582,0.051
2.262,0.90341,0.051
2.27,0.88164,0.051
2.276,0.85949,0.051
2.285,0.89597,0.051
2.291,0.8573,0.051
2.3,0.86895,0.051
2.306,0.89541,0.051
2.316,0.85668,0.051
2.322,0.89695,0.051
2.331,0.87817,0.051
2.337,0.87469,0.051
2.345,0.89514,0.051
2.351,0.85245,0.051
2.36,0.87046,0.051
2.366,0.88802,0.051
2.375,0.8605,0.051
2.381,0.90016,0.051
2.39,0.88764,0.051
2.396,0.861,0.051
2.405,0.89913,0.051
2.411,0.85102,0.051
2.42,0.86944,0.051
2.426,0.89432,0.051
2.435,0.8521,0.051
2.441,0.90069,0.051
2.45,0.88753,0.051
2.456,0.86132,0.051
2.465,0.89831,0.051
2.471,0.84842,0.051
2.481,0.87051,0.051
2.487,0.8794,0.051
2.495,0.85369,0.051
2.502,0.88853,0.051
2.512,0.87502,0.051
2.518,0.87518,0.051
2.527,0.8915,0.051
2.533,0.85443,0.051
2.543,0.88562,0.051
2.548,0.8606,0.051
2.557,0.85249,0.051
2.563,0.90181,0.051
2.572,0.8646,0.051
2.599,0.88333,0.051
2.605,0.88726,0.051
2.615,0.85065,0.051
2.621,0.88899,0.051
2.632,0.87903,0.051
2.643,0.87941,0.051
2.654,0.86631,0.051
2.666,0.89065,0.051
2.676,0.85202,0.051
2.687,0.8967,0.051
2.698,0.85808,0.051
2.723,0.89689,0.051
2.729,0.86866,0.051
2.739,0.86148,0.051
2.752,0.88951,0.051
2.764,0.87967,0.051
2.77,0.87095,0.051
2.782,0.86587,0.051
2.793,0.88015,0.051
2.804,0.89811,0.051
2.816,0.8757,0.051
2.844,0.91115,0.051
2.849,0.88006,0.051
2.859,0.86466,0.051
2.865,0.89278,0.051
2.874,0.86763,0.051
2.886,0.90586,0.051
2.893,0.86395,0.051
2.904,0.89831,0.051
2.911,0.87419,0.051
2.919,0.89086,0.051
2.925,0.89979,0.051
2.934,0.86662,0.051
2.94,0.89338,0.051
2.95,0.89533,0.051
2.956,0.86815,0.051
2.965,0.90241,0.051
2.971,0.86592,0.051
2.981,0.87707,0.051
2.987,0.88636,0.051
2.995,0.8757,0.051
3.001,0.90253,0
3.012,0.89118,0
3.022,0.88813,0
3.033,0.86873,0
3.045,0.89157,0
3.056,0.84642,0
3.066,0.83352,0
3.071,0.72887,0
3.082,0.71545,0
3.092,0.65534,0
3.103,0.61848,0
3.115,0.56826,0
3.124,0.57421,0
3.131,0.52272,0
3.139,0.5384,0
3.145,0.5637,0
3.154,0.53449,0
3.161,0.59163,0
3.17,0.59801,0
3.176,0.61571,0
3.184,0.6448,0
3.19,0.63117,0
3.199,0.62581,0
3.205,0.61398,0
3.215,0.56651,0
3.221,0.52802,0
3.231,0.47737,0
3.237,0.42042,0
3.246,0.38603,0
3.252,0.35406,0
3.261,0.35537,0
3.267,0.33325,0
3.276,0.3175,0
3.282,0.27255,0
3.29,0.23783,0
3.297,0.17293,0
3.305,0.15154,0
3.312,0.11511,0
3.32,0.11334,0
3.326,0.1032,0
3.335,0.10979,0
3.34,0.076575,0
3.35,0.084015,0
3.356,0.10347,0
3.366,0.074873,0
3.372,0.10245,0
3.382,0.073871,0
3.388,0.03868,0
3.398,0.040267,0
3.404,0.030003,0
3.413,0.018781,0
3.419,0.032898,0
3.428,0.026213,0
3.434,0.051145,0
3.444,0.018302,0
3.45,0.033586,0
3.459,0.023201,0
3.465,0.006811,0
3.473,0.065769,0
3.48,0.015754,0
3.488,0.014325,0
3.494,0.036896,0
3.503,0.007226,0
3.509,0.035674,0
3.518,0.022537,0
3.524,0.021617,0
3.533,0.035723,0
3.54,0.020593,0
3.549,0.017177,0
3.555,0.022697,0
3.565,0.02539,0
3.571,0.035079,0
3.581,0.016884,0
3.587,0.015711,0
3.597,0.031198,0
3.603,0.022978,0
3.613,0.021277,0
3.619,0.011838,0
3.628,0.021362,0
3.658,0.011532,0
3.664,0.014862,0
3.673,0.0316,0
3.68,0.018938,0
3.689,0.020651,0
3.695,0.019867,0
3.703,0.028123,0
3.709,0.020674,0
3.719,0.020742,0
3.731,0.022187,0
3.74,0.015785,0
3.755,0.014504,0
3.78,0.017388,0
3.785,0.01386,0
3.795,0.024683,0
3.801,0.024166,0
3.811,0.009896,0
3.817,0.008276,0
3.826,0.038344,0
3.832,0.022628,0
3.842,0.01153,0
3.848,0.01057,0
3.856,0.018812,0
3.862,0.035311,0
3.872,0.019299,0
3.9,0.033115,0
3.905,0.024317,0
3.915,0.01788,0
3.926,0.034215,0
3.936,0.020705,0
3.947,0.030198,0
3.957,0.022156,0
3.963,0.034918,0
3.972,0.011497,0
3.977,0.017834,0
3.987,0.037209,0
3.998,0.012396,0
4.008,0.026971,0
4.018,0.008014,0
4.029,0.025704,0
4.04,0.01105,0
4.051,0.011752,0
4.062,0.00956,0
4.072,0.003831,0
4.083,0.018874,0
4.094,0.009231,0
4.104,0.03358,0
4.116,0.014397,0
4.125,0.031406,0
4.136,0.019971,0
4.148,0.029708,0
4.159,0.014409,0
4.169,0.027455,0
4.18,0.021081,0
4.191,0.017533,0
4.203,0.012704,0
4.214,0.012349,0
4.225,0.038737,0
4.236,0.027206,0
4.248,0.033074,0
4.257,0.017797,0
4.264,0.034755,0
4.272,0.026236,0
4.278,0.029701,0
4.287,0.036066,0
4.293,0.021689,0
4.302,0.026946,0
4.308,0.015515,0
4.317,0.018461,0
4.323,0.033395,0
4.332,0.016794,0
4.338,0.026294,0
4.348,0.031537,0
4.354,0.022731,0
4.364,0.02953,0
4.371,0.022001,0
4.379,0.028625,0
4.389,0.035963,0
4.4,0.016473,0
4.411,0.020923,0
4.422,0.017757,0
4.433,0.014661,0
4.445,0.026777,0
4.455,0.021444,0
4.462,0.033088,0
4.47,0.019244,0
4.476,0.014467,0
4.485,0.035742,0
4.491,0.022122,0
4.5,0.013793,0
4.506,0.022271,0
4.516,0.020375,0
4.522,0.035902,0
4.531,0.016318,0
4.537,0.016884,0
4.546,0.0358,0
4.552,0.020776,0
4.561,0.026796,0
4.567,0.014185,0
4.576,0.019075,0
4.582,0.031417,0
4.591,0.020244,0
4.603,0.020682,0
4.611,0.015891,0
4.621,0.015508,0
4.628,0.016718,0
4.636,0.015707,0
4.642,0.034743,0
4.652,0.015043,0
4.663,0.030576,0
4.674,0.014768,0
4.685,0.043587,0
4.716,0.015362,0
4.721,0.03784,0
4.732,0.014894,0
4.738,0.029454,0
4.748,0.032712,0
4.754,0.016695,0
4.764,0.041313,0
4.77,0.022766,0
4.78,0.016499,0
4.786,0.023644,0
4.795,0.021416,0
4.801,0.041461,0
4.812,0.01887,0
4.84,0.038035,0
4.846,0.024505,0
4.855,0.02193,0
4.861,0.036099,0
4.87,0.022917,0
4.876,0.018115,0
4.885,0.03661,0
4.891,0.024135,0
4.9,0.023115,0
4.905,0.02658,0
4.916,0.018511,0
4.928,0.040811,0
4.957,0.020675,0
4.963,0.034234,0
4.972,0.02133,0
4.978,0.030197,0
4.987,0.036754,0
5,0.020875,0
5.006,0.023586,0
5.018,0.019925,0
5.025,0.029367,0
5.034,0.025537,0
5.04,0.037901,0
5.049,0.029298,0
5.055,0.02067,0
5.065,0.039555,0
5.07,0.020331,0
5.08,0.021507,0
5.091,0.027578,0
5.102,0.021981,0
5.113,0.023096,0
5.123,0.038848,0
5.134,0.02453,0
5.145,0.036083,0
5.155,0.023066,0
5.166,0.041049,0
5.177,0.024306,0
5.187,0.03859,0
5.193,0.022306,0
5.202,0.03333,0
5.207,0.021034,0
5.217,0.021924,0
5.222,0.043261,0
5.232,0.019808,0
5.243,0.03434,0
5.253,0.022505,0
5.259,0.035043,0
5.267,0.036413,0
5.272,0.020799,0
5.283,0.034646,0
5.289,0.020384,0
5.298,0.020248,0
5.303,0.028124,0
5.313,0.019854,0
5.324,0.041315,0
5.335,0.028102,0
5.346,0.040535,0
5.356,0.026632,0
5.367,0.040213,0
5.379,0.020712,0
5.39,0.032629,0
5.401,0.023364,0
5.413,0.022396,0
5.42,0.043863,0
5.432,0.027038,0
5.444,0.035133,0
5.451,0.025027,0
5.463,0.027683,0
5.469,0.02404,0
5.479,0.021482,0
5.491,0.031218,0
5.499,0.038914,0
5.51,0.030516,0
5.52,0.024673,0
5.526,0.028694,0
5.535,0.025488,0
5.541,0.041679,0
5.55,0.022961,0
5.556,0.029641,0
5.566,0.045145,0
5.572,0.026417,0
5.581,0.045302,0
5.587,0.026056,0
5.596,0.02547,0
5.602,0.04697,0
5.611,0.024772,0
5.617,0.037316,0
5.626,0.041015,0
5.632,0.026736,0
5.641,0.040921,0
5.648,0.025802,0
5.656,0.02651,0
5.662,0.040447,0
5.671,0.024906,0
5.677,0.039974,0
5.686,0.044608,0
5.692,0.025523,0
5.701,0.037357,0
5.707,0.027823,0
5.716,0.027026,0
5.722,0.047395,0
5.731,0.027407,0
5.736,0.034266,0
5.747,0.048951,0
5.774,0.027608,0
5.78,0.051334,0
5.789,0.031011,0
5.796,0.029877,0
5.805,0.037371,0
5.811,0.02999,0
5.819,0.050904,0
5.825,0.036143,0
5.835,0.032194,0
5.846,0.046125,0
5.856,0.0296,0
5.867,0.037705,0
5.894,0.031239,0
5.899,0.04911,0
5.909,0.033166,0
5.915,0.033392,0
5.923,0.036873,0
5.929,0.036515,0
5.938,0.031059,0
5.944,0.042899,0
5.953,0.032992,0
5.959,0.049422,0
5.968,0.03939,0
5.973,0.031519,0
5.983,0.051194,0
0.011,0.035019,0.052
0.016,0.03831,0.052
0.026,0.049368,0.052
0.036,0.033318,0.052
0.047,0.035727,0.052
0.059,0.035769,0.052
0.07,0.061739,0.052
0.081,0.061797,0.052
0.091,0.11221,0.052
0.098,0.083153,0.052
0.106,0.079446,0.052
0.113,0.12821,0.052
0.121,0.19241,0.052
0.128,0.24622,0.052
0.136,0.22017,0.052
0.142,0.1977,0.052
0.151,0.19117,0.052
0.157,0.23495,0.052
0.166,0.25182,0.052
0.172,0.22709,0.052
0.182,0.26213,0.052
0.188,0.26671,0.052
0.197,0.30729,0.052
0.203,0.31954,0.052
0.212,0.29424,0.052
0.218,0.33523,0.052
0.227,0.34273,0.052
0.233,0.32696,0.052
0.241,0.3608,0.052
0.246,0.34815,0.052
0.256,0.34574,0.052
0.267,0.39494,0.052
0.278,0.38543,0.052
0.288,0.43886,0.052
0.294,0.4208,0.052
0.303,0.47005,0.052
0.309,0.43279,0.052
0.318,0.45728,0.052
0.323,0.49754,0.052
0.333,0.46408,0.052
0.338,0.53454,0.052
0.348,0.54857,0.052
0.359,0.52778,0.052
0.37,0.56748,0.052
0.381,0.58444,0.052
0.386,0.5971,0.052
0.397,0.5921,0.052
0.408,0.65638,0.052
0.417,0.64727,0.052
0.422,0.70003,0.052
0.432,0.67926,0.052
0.443,0.71455,0.052
0.454,0.69841,0.052
0.465,0.76819,0.052
0.476,0.7387,0.052
0.487,0.79414,0.052
0.498,0.7696,0.052
0.51,0.80975,0.052
0.521,0.81141,0.052
0.533,0.80864,0.052
0.543,0.84611,0.052
0.549,0.81415,0.052
0.558,0.82791,0.052
0.564,0.84969,0.052
0.573,0.82185,0.052
0.579,0.86959,0.052
0.588,0.85158,0.052
0.594,0.83718,0.052
0.603,0.87506,0.052
0.609,0.8271,0.052
0.618,0.84644,0.052
0.624,0.87377,0.052
0.633,0.83424,0.052
0.639,0.87712,0.052
0.649,0.85726,0.052
0.655,0.85392,0.052
0.664,0.88229,0.052
0.67,0.83811,0.052
0.679,0.88012,0.052
0.685,0.86517,0.052
0.694,0.8485,0.052
0.7,0.88596,0.052
0.71,0.86122,0.052
0.715,0.86784,0.052
0.726,0.88479,0.052
0.732,0.84621,0.052
0.74,0.87957,0.052
0.747,0.85404,0.052
0.755,0.86144,0.052
0.761,0.89182,0.052
0.77,0.8525,0.052
0.776,0.86846,0.052
0.785,0.89108,0.052
0.791,0.84809,0.052
0.8,0.88429,0.052
0.83,0.85054,0.052
0.835,0.87528,0.052
0.845,0.89032,0.052
0.851,0.85478,0.052
0.862,0.88355,0.052
0.872,0.8602,0.052
0.883,0.89527,0.052
0.894,0.8581,0.052
0.905,0.89468,0.052
0.916,0.8549,0.052
0.946,0.86765,0.052
0.951,0.85966,0.052
0.961,0.88915,0.052
0.967,0.87185,0.052
0.978,0.86455,0.052
0.988,0.88902,0.052
0.999,0.88065,0.052
1.011,0.8875,0.052
1.021,0.89709,0.052
1.027,0.87077,0.052
1.036,0.8717,0.052
1.066,0.88519,0.052
1.071,0.86248,0.052
1.082,0.89888,0.052
1.092,0.87594,0.052
1.103,0.90485,0.052
1.115,0.8682,0.052
1.124,0.90752,0.052
1.131,0.86533,0.052
1.139,0.91008,0.052
1.146,0.8829,0.052
1.154,0.87267,0.052
1.161,0.90464,0.052
1.169,0.87519,0.052
1.175,0.87777,0.052
1.184,0.9102,0.052
1.19,0.85994,0.052
1.199,0.89361,0.052
1.205,0.89127,0.052
1.215,0.86847,0.052
1.221,0.90434,0.052
1.231,0.8752,0.052
1.237,0.89844,0.052
1.246,0.9038,0.052
1.252,0.8705,0.052
1.261,0.89787,0.052
1.267,0.87411,0.052
1.275,0.88875,0.052
1.281,0.90667,0.052
1.29,0.87372,0.052
1.297,0.90061,0.052
1.306,0.88989,0.052
1.318,0.8743,0.052
1.325,0.89844,0.052
1.336,0.86741,0.052
1.342,0.90583,0.052
1.351,0.87443,0.052
1.357,0.89923,0.052
1.366,0.90121,0.052
1.372,0.87056,0.052
1.382,0.89711,0.052
1.388,0.87981,0.052
1.397,0.89939,0.052
1.403,0.90071,0.052
1.412,0.8706,0.052
1.418,0.90277,0.052
1.427,0.90777,0.052
1.432,0.88149,0.052
1.443,0.90372,0.052
1.454,0.88027,0.052
1.465,0.91722,0.052
1.476,0.87886,0.052
1.486,0.9184,0.052
1.497,0.88205,0.052
1.507,0.90654,0.052
1.518,0.88311,0.052
1.529,0.90996,0.052
1.538,0.90179,0.052
1.549,0.90501,0.052
1.554,0.89743,0.052
1.565,0.92177,0.052
1.57,0.87125,0.052
1.58,0.9027,0.052
1.585,0.89234,0.052
1.596,0.88097,0.052
1.601,0.91234,0.052
1.606,0.88648,0.052
1.614,0.89289,0.052
1.619,0.91957,0.052
1.629,0.90388,0.052
1.64,0.89403,0.052
1.651,0.88133,0.052
1.662,0.91018,0.052
1.674,0.88304,0.052
1.681,0.91077,0.052
1.689,0.88405,0.052
1.696,0.8985,0.052
1.704,0.90419,0.052
1.711,0.87244,0.052
1.719,0.91173,0.052
1.725,0.89253,0.052
1.734,0.87782,0.052
1.74,0.92045,0.052
1.749,0.88484,0.052
1.755,0.8954,0.052
1.765,0.91886,0.052
1.771,0.87521,0.052
1.781,0.92459,0.052
1.787,0.88261,0.052
1.797,0.88512,0.052
1.803,0.90954,0.052
1.813,0.87196,0.052
1.819,0.91922,0.052
1.828,0.89539,0.052
1.834,0.88506,0.052
1.844,0.91518,0.052
1.85,0.8758,0.052
1.86,0.91913,0.052
1.888,0.8854,0.052
1.893,0.89121,0.052
1.904,0.91896,0.052
1.916,0.88347,0.052
1.922,0.92168,0.052
1.934,0.88157,0.052
1.94,0.92245,0.052
1.95,0.89535,0.052
1.955,0.91584,0.052
1.965,0.91596,0.052
1.976,0.87999,0.052
1.987,0.90799,0.052
2.013,0.88977,0.052
2.018,0.93056,0.052
2.028,0.90537,0.052
2.034,0.90008,0.052
2.044,0.92612,0.052
2.05,0.88743,0.052
2.06,0.91431,0.052
2.066,0.8974,0.052
2.076,0.8896,0.052
2.081,0.92244,0.052
2.09,0.89932,0.052
2.096,0.91804,0.052
2.106,0.90989,0.052
2.134,0.8981,0.052
2.139,0.92933,0.052
2.149,0.90725,0.052
2.16,0.91302,0.052
2.17,0.89402,0.052
2.176,0.91597,0.052
2.185,0.9267,0.052
2.191,0.88835,0.052
2.2,0.91603,0.052
2.206,0.89602,0.052
2.216,0.89402,0.052
2.222,0.92364,0.052
2.231,0.88326,0.052
2.237,0.91395,0.052
2.246,0.91682,0.052
2.252,0.88889,0.052
2.261,0.91573,0.052
2.267,0.8935,0.052
2.277,0.89394,0.052
2.283,0.91668,0.052
2.292,0.8816,0.052
2.298,0.92462,0.052
2.306,0.91299,0.052
2.313,0.89297,0.052
2.321,0.92466,0.052
2.327,0.89702,0.052
2.336,0.88763,0.052
2.342,0.92762,0.052
2.351,0.8802,0.052
2.357,0.91739,0.052
2.366,0.91575,0.052
2.372,0.88692,0.052
2.381,0.92365,0.052
2.387,0.895,0.052
2.397,0.89396,0.052
2.403,0.92692,0.052
2.412,0.88722,0.052
2.418,0.92471,0.052
2.428,0.91737,0.052
2.434,0.89977,0.052
2.443,0.91089,0.052
2.449,0.8824,0.052
2.458,0.91725,0.052
2.464,0.90814,0.052
2.472,0.89509,0.052
2.478,0.92437,0.052
2.487,0.91007,0.052
2.493,0.88989,0.052
2.502,0.93504,0.052
2.508,0.88181,0.052
2.517,0.89926,0.052
2.523,0.92249,0.052
2.532,0.88672,0.052
2.538,0.92923,0.052
2.548,0.90929,0.052
2.554,0.89517,0.052
2.564,0.9277,0.052
2.57,0.88306,0.052
2.579,0.91433,0.052
2.584,0.90689,0.052
2.593,0.88817,0.052
2.599,0.93093,0.052
2.609,0.90902,0.052
2.62,0.9065,0.052
2.63,0.90152,0.052
2.641,0.92833,0.052
2.651,0.90791,0.052
2.656,0.93247,0.052
2.666,0.92733,0.052
2.671,0.90846,0.052
2.681,0.93551,0.052
2.692,0.9145,0.052
2.702,0.94743,0.052
2.707,0.90368,0.052
2.717,0.91468,0.052
2.722,0.93793,0.052
2.732,0.90879,0.052
2.743,0.95151,0.052
2.752,0.90233,0.052
2.763,0.94332,0.052
2.768,0.90058,0.052
2.778,0.91365,0.052
2.789,0.9278,0.052
2.8,0.93078,0.052
2.81,0.90872,0.052
2.82,0.93683,0.052
2.832,0.91517,0.052
2.844,0.93685,0.052
2.854,0.90235,0.052
2.861,0.9399,0.052
2.87,0.90117,0.052
2.876,0.93426,0.052
2.885,0.93444,0.052
2.891,0.90504,0.052
2.9,0.93432,0.052
2.905,0.90275,0.052
2.915,0.89529,0.052
2.926,0.93411,0.052
2.952,0.90029,0.052
2.957,0.94505,0.052
2.967,0.91978,0.052
2.973,0.90604,0.052
2.983,0.93867,0.052
2.989,0.89493,0.052
2.998,0.93471,0.052
3.003,0.92353,0
3.014,0.89348,0
3.025,0.93487,0
3.036,0.90286,0
3.048,0.91692,0
3.074,0.78662,0
3.08,0.77526,0
3.088,0.67058,0
3.094,0.66661,0
3.103,0.66874,0
3.11,0.5859,0
3.118,0.60915,0
3.124,0.57225,0
3.134,0.53869,0
3.14,0.57216,0
3.149,0.53541,0
3.155,0.56076,0
3.164,0.57712,0
3.193,0.64265,0
3.199,0.66543,0
3.208,0.64694,0
3.214,0.61887,0
3.223,0.60603,0
3.23,0.50173,0
3.238,0.47193,0
3.244,0.43291,0
3.253,0.38365,0
3.259,0.38708,0
3.268,0.37177,0
3.274,0.34396,0
3.283,0.34604,0
3.289,0.28323,0
3.299,0.25798,0
3.305,0.19443,0
3.314,0.16518,0
3.32,0.13749,0
3.328,0.11353,0
3.334,0.11361,0
3.344,0.10021,0
3.35,0.10796,0
3.359,0.090187,0
3.365,0.10544,0
3.375,0.11618,0
3.381,0.076135,0
3.389,0.099488,0
3.396,0.05329,0
3.404,0.036725,0
3.411,0.070218,0
3.419,0.030585,0
3.425,0.041353,0
3.434,0.060272,0
3.44,0.02815,0
3.449,0.060551,0
3.455,0.032261,0
3.465,0.016684,0
3.471,0.03943,0
3.48,0.038313,0
3.486,0.05535,0
3.495,0.050369,0
3.501,0.029698,0
3.511,0.024969,0
3.517,0.012847,0
3.526,0.041362,0
3.532,0.038808,0
3.54,0.031108,0
3.547,0.033022,0
3.555,0.017596,0
3.561,0.018571,0
3.57,0.023481,0
3.576,0.009204,0
3.585,0.007219,0
3.591,0.036839,0
3.6,0.010211,0
3.606,0.024097,0
3.616,0.029539,0
3.622,0.010657,0
3.631,0.036493,0
3.637,0.007475,0
3.647,0.007515,0
3.653,0.019577,0
3.662,0.008035,0
3.668,0.034409,0
3.677,0.010145,0
3.683,0.013726,0
3.692,0.032239,0
3.698,0.023084,0
3.707,0.010117,0
3.713,0.015253,0
