# Ecoflex30 uniaxial material testing.	
# Length = 50mm	
# Max strain: 700%	
# Strain rate = 5%/s	
# Time (s) 	Length (mm)	Force (N)
0.99000001	51.93379726	3.69E-02
0.99000001	51.93379726	3.69E-02
1	51.95373525	3.50E-02
1	51.95373525	3.50E-02
1.00999999	51.97372446	3.52E-02
1.00999999	51.97372446	3.52E-02
1.019999981	51.99376419	3.82E-02
1.019999981	51.99376419	3.82E-02
1.029999971	52.01380416	3.64E-02
1.029999971	52.01380416	3.64E-02
1.039999962	52.03369139	3.68E-02
1.039999962	52.03369139	3.68E-02
1.049999952	52.05378211	3.80E-02
1.049999952	52.05378211	3.80E-02
1.059999943	52.07372056	3.80E-02
1.059999943	52.07372056	3.80E-02
1.070000052	52.09381105	4.04E-02
1.070000052	52.09381105	4.04E-02
1.080000043	52.11385102	3.90E-02
1.080000043	52.11385102	3.90E-02
1.090000033	52.13389075	3.84E-02
1.090000033	52.13389075	3.84E-02
1.100000024	52.15387996	3.82E-02
1.100000024	52.15387996	3.82E-02
1.110000014	52.1739197	3.92E-02
1.110000014	52.1739197	3.92E-02
1.120000005	52.19385792	3.93E-02
1.120000005	52.19385792	3.93E-02
1.129999995	52.21394864	4.11E-02
1.129999995	52.21394864	4.11E-02
1.139999986	52.23393785	4.11E-02
1.139999986	52.23393785	4.11E-02
1.149999976	52.25377409	4.24E-02
1.149999976	52.25377409	4.24E-02
1.159999967	52.27416982	4.25E-02
1.159999967	52.27416982	4.25E-02
1.169999957	52.29380303	4.01E-02
1.169999957	52.29380303	4.01E-02
1.179999948	52.31369026	4.42E-02
1.179999948	52.31369026	4.42E-02
1.190000057	52.33383174	4.49E-02
1.190000057	52.33383174	4.49E-02
1.200000048	52.35366821	4.38E-02
1.200000048	52.35366821	4.38E-02
1.210000038	52.37365719	4.52E-02
1.210000038	52.37365719	4.52E-02
1.220000029	52.3937989	4.51E-02
1.220000029	52.3937989	4.51E-02
1.230000019	52.41373712	4.48E-02
1.230000019	52.41373712	4.48E-02
1.24000001	52.43377686	4.51E-02
1.24000001	52.43377686	4.51E-02
1.25	52.45376583	4.40E-02
1.25	52.45376583	4.40E-02
1.25999999	52.47375481	4.70E-02
1.25999999	52.47375481	4.70E-02
1.269999981	52.49384576	4.69E-02
1.269999981	52.49384576	4.69E-02
1.279999971	52.51378398	4.78E-02
1.279999971	52.51378398	4.78E-02
1.289999962	52.53387447	4.61E-02
1.289999962	52.53387447	4.61E-02
1.299999952	52.55391444	4.71E-02
1.299999952	52.55391444	4.71E-02
1.309999943	52.57390365	4.66E-02
1.309999943	52.57390365	4.66E-02
1.320000052	52.59394338	4.77E-02
1.320000052	52.59394338	4.77E-02
1.330000043	52.61383061	4.86E-02
1.330000043	52.61383061	4.86E-02
1.340000033	52.63387058	4.88E-02
1.340000033	52.63387058	4.88E-02
1.350000024	52.65370705	4.84E-02
1.350000024	52.65370705	4.84E-02
1.360000014	52.67379754	4.96E-02
1.360000014	52.67379754	4.96E-02
1.370000005	52.69399025	4.81E-02
1.370000005	52.69399025	4.81E-02
1.379999995	52.71387747	4.83E-02
1.379999995	52.71387747	4.83E-02
1.389999986	52.73371395	5.00E-02
1.389999986	52.73371395	5.00E-02
1.399999976	52.75380467	5.23E-02
1.399999976	52.75380467	5.23E-02
1.409999967	52.77364114	5.03E-02
1.409999967	52.77364114	5.03E-02
1.419999957	52.79368088	5.27E-02
1.419999957	52.79368088	5.27E-02
1.429999948	52.8136191	5.09E-02
1.429999948	52.8136191	5.09E-02
1.440000057	52.83376081	5.40E-02
1.440000057	52.83376081	5.40E-02
1.450000048	52.85364804	5.30E-02
1.450000048	52.85364804	5.30E-02
1.460000038	52.87373876	5.23E-02
1.460000038	52.87373876	5.23E-02
1.470000029	52.8937785	5.37E-02
1.470000029	52.8937785	5.37E-02
1.480000019	52.91366572	5.18E-02
1.480000019	52.91366572	5.18E-02
1.49000001	52.93375668	5.27E-02
1.49000001	52.93375668	5.27E-02
1.5	52.95379641	5.56E-02
1.5	52.95379641	5.56E-02
1.50999999	52.97383638	5.53E-02
1.50999999	52.97383638	5.53E-02
1.519999981	52.99387611	5.43E-02
1.519999981	52.99387611	5.43E-02
1.529999971	53.01381433	5.36E-02
1.529999971	53.01381433	5.36E-02
1.539999962	53.0338543	5.53E-02
1.539999962	53.0338543	5.53E-02
1.549999952	53.05389403	5.57E-02
1.549999952	53.05389403	5.57E-02
1.559999943	53.07373051	5.57E-02
1.559999943	53.07373051	5.57E-02
1.570000052	53.09377047	5.62E-02
1.570000052	53.09377047	5.62E-02
1.580000043	53.11381021	5.58E-02
1.580000043	53.11381021	5.58E-02
1.590000033	53.13379942	5.68E-02
1.590000033	53.13379942	5.68E-02
1.600000024	53.15389014	5.79E-02
1.600000024	53.15389014	5.79E-02
1.610000014	53.17398063	5.89E-02
1.610000014	53.17398063	5.89E-02
1.620000005	53.19376634	5.73E-02
1.620000005	53.19376634	5.73E-02
1.629999995	53.21370456	6.02E-02
1.629999995	53.21370456	6.02E-02
1.639999986	53.23379505	5.65E-02
1.639999986	53.23379505	5.65E-02
1.649999976	53.25388601	6.03E-02
1.649999976	53.25388601	6.03E-02
1.659999967	53.27372248	6.02E-02
1.659999967	53.27372248	6.02E-02
1.669999957	53.29391472	6.13E-02
1.669999957	53.29391472	6.13E-02
1.679999948	53.31385294	5.88E-02
1.679999948	53.31385294	5.88E-02
1.690000057	53.33389291	6.04E-02
1.690000057	53.33389291	6.04E-02
1.700000048	53.35388188	5.88E-02
1.700000048	53.35388188	5.88E-02
1.710000038	53.37387086	6.10E-02
1.710000038	53.37387086	6.10E-02
1.720000029	53.39401234	6.28E-02
1.720000029	53.39401234	6.28E-02
1.730000019	53.4138998	5.99E-02
1.730000019	53.4138998	5.99E-02
1.74000001	53.43399053	6.44E-02
1.74000001	53.43399053	6.44E-02
1.75	53.45403049	6.25E-02
1.75	53.45403049	6.25E-02
1.75999999	53.47391772	6.28E-02
1.75999999	53.47391772	6.28E-02
1.769999981	53.49380495	6.34E-02
1.769999981	53.49380495	6.34E-02
1.779999971	53.51384492	6.38E-02
1.779999971	53.51384492	6.38E-02
1.789999962	53.53388465	6.32E-02
1.789999962	53.53388465	6.32E-02
1.799999952	53.5538231	6.40E-02
1.799999952	53.5538231	6.40E-02
1.809999943	53.57396458	6.54E-02
1.809999943	53.57396458	6.54E-02
1.820000052	53.59400432	6.47E-02
1.820000052	53.59400432	6.47E-02
1.830000043	53.61384079	6.35E-02
1.830000043	53.61384079	6.35E-02
1.840000033	53.63382977	6.65E-02
1.840000033	53.63382977	6.65E-02
1.850000024	53.65376798	6.56E-02
1.850000024	53.65376798	6.56E-02
1.860000014	53.67380795	6.56E-02
1.860000014	53.67380795	6.56E-02
1.870000005	53.69379693	6.78E-02
1.870000005	53.69379693	6.78E-02
1.879999995	53.71393841	6.72E-02
1.879999995	53.71393841	6.72E-02
1.889999986	53.73387663	6.64E-02
1.889999986	53.73387663	6.64E-02
1.899999976	53.7538656	6.82E-02
1.899999976	53.7538656	6.82E-02
1.909999967	53.77395633	6.94E-02
1.909999967	53.77395633	6.94E-02
1.919999957	53.7937928	6.62E-02
1.919999957	53.7937928	6.62E-02
1.929999948	53.81398527	7.01E-02
1.929999948	53.81398527	7.01E-02
1.940000057	53.83377075	6.80E-02
1.940000057	53.83377075	6.80E-02
1.950000048	53.85396346	6.99E-02
1.950000048	53.85396346	6.99E-02
1.960000038	53.87390144	7.15E-02
1.960000038	53.87390144	7.15E-02
1.970000029	53.89394141	7.10E-02
1.970000029	53.89394141	7.10E-02
1.980000019	53.91382864	6.86E-02
1.980000019	53.91382864	6.86E-02
1.99000001	53.93386837	7.12E-02
1.99000001	53.93386837	7.12E-02
2	53.95380659	7.20E-02
2	53.95380659	7.20E-02
2.00999999	53.97374481	7.21E-02
2.00999999	53.97374481	7.21E-02
2.019999981	53.99393728	7.26E-02
2.019999981	53.99393728	7.26E-02
2.029999971	54.01407899	7.24E-02
2.029999971	54.01407899	7.24E-02
2.039999962	54.03381325	7.06E-02
2.039999962	54.03381325	7.06E-02
2.049999952	54.05390467	7.46E-02
2.049999952	54.05390467	7.46E-02
2.059999943	54.07379167	7.31E-02
2.059999943	54.07379167	7.31E-02
2.069999933	54.09393292	7.57E-02
2.069999933	54.09393292	7.57E-02
2.079999924	54.11376962	7.35E-02
2.079999924	54.11376962	7.35E-02
2.089999914	54.13386058	7.55E-02
2.089999914	54.13386058	7.55E-02
2.099999905	54.15384956	7.39E-02
2.099999905	54.15384956	7.39E-02
2.109999895	54.17394005	7.51E-02
2.109999895	54.17394005	7.51E-02
2.119999886	54.19398025	7.49E-02
2.119999886	54.19398025	7.49E-02
2.130000114	54.213918	7.67E-02
2.130000114	54.213918	7.67E-02
2.140000105	54.23400896	7.61E-02
2.140000105	54.23400896	7.61E-02
2.150000095	54.25394718	7.57E-02
2.150000095	54.25394718	7.57E-02
2.160000086	54.27398691	7.69E-02
2.160000086	54.27398691	7.69E-02
2.170000076	54.29397589	7.81E-02
2.170000076	54.29397589	7.81E-02
2.180000067	54.31391411	7.86E-02
2.180000067	54.31391411	7.86E-02
2.190000057	54.33395384	7.71E-02
2.190000057	54.33395384	7.71E-02
2.200000048	54.35389252	7.78E-02
2.200000048	54.35389252	7.78E-02
2.210000038	54.37398301	7.81E-02
2.210000038	54.37398301	7.81E-02
2.220000029	54.39371774	7.68E-02
2.220000029	54.39371774	7.68E-02
2.230000019	54.41401172	7.99E-02
2.230000019	54.41401172	7.99E-02
2.24000001	54.43389872	7.83E-02
2.24000001	54.43389872	7.83E-02
2.25	54.45373543	8.13E-02
2.25	54.45373543	8.13E-02
2.25999999	54.47397912	8.16E-02
2.25999999	54.47397912	8.16E-02
2.269999981	54.4937646	7.99E-02
2.269999981	54.4937646	7.99E-02
2.279999971	54.51385509	8.10E-02
2.279999971	54.51385509	8.10E-02
2.289999962	54.53379331	7.89E-02
2.289999962	54.53379331	7.89E-02
2.299999952	54.55383305	8.32E-02
2.299999952	54.55383305	8.32E-02
2.309999943	54.573924	8.16E-02
2.309999943	54.573924	8.16E-02
2.319999933	54.59386222	8.40E-02
2.319999933	54.59386222	8.40E-02
2.329999924	54.61400347	8.22E-02
2.329999924	54.61400347	8.22E-02
2.339999914	54.63409442	8.21E-02
2.339999914	54.63409442	8.21E-02
2.349999905	54.65398189	8.14E-02
2.349999905	54.65398189	8.14E-02
2.359999895	54.67407238	8.53E-02
2.359999895	54.67407238	8.53E-02
2.369999886	54.69406135	8.26E-02
2.369999886	54.69406135	8.26E-02
2.380000114	54.71399957	8.40E-02
2.380000114	54.71399957	8.40E-02
2.390000105	54.73403931	8.57E-02
2.390000105	54.73403931	8.57E-02
2.400000095	54.75397799	8.44E-02
2.400000095	54.75397799	8.44E-02
2.410000086	54.77391575	8.67E-02
2.410000086	54.77391575	8.67E-02
2.420000076	54.79395594	8.62E-02
2.420000076	54.79395594	8.62E-02
2.430000067	54.81384294	8.72E-02
2.430000067	54.81384294	8.72E-02
2.440000057	54.83403541	8.67E-02
2.440000057	54.83403541	8.67E-02
2.450000048	54.85371938	8.44E-02
2.450000048	54.85371938	8.44E-02
2.460000038	54.87375911	8.88E-02
2.460000038	54.87375911	8.88E-02
2.470000029	54.89374809	8.65E-02
2.470000029	54.89374809	8.65E-02
2.480000019	54.91383905	8.83E-02
2.480000019	54.91383905	8.83E-02
2.49000001	54.93387878	8.62E-02
2.49000001	54.93387878	8.62E-02
2.5	54.95396927	8.75E-02
2.5	54.95396927	8.75E-02
2.50999999	54.97395871	8.68E-02
2.50999999	54.97395871	8.68E-02
2.519999981	54.99389647	8.89E-02
2.519999981	54.99389647	8.89E-02
2.529999971	55.01393666	8.98E-02
2.529999971	55.01393666	8.98E-02
2.539999962	55.0339764	8.91E-02
2.539999962	55.0339764	8.91E-02
2.549999952	55.05406735	8.97E-02
2.549999952	55.05406735	8.97E-02
2.559999943	55.07400511	9.07E-02
2.559999943	55.07400511	9.07E-02
2.569999933	55.09409606	9.04E-02
2.569999933	55.09409606	9.04E-02
2.579999924	55.11403428	9.15E-02
2.579999924	55.11403428	9.15E-02
2.589999914	55.13407402	9.17E-02
2.589999914	55.13407402	9.17E-02
2.599999905	55.1538595	9.16E-02
2.599999905	55.1538595	9.16E-02
2.609999895	55.1738997	9.23E-02
2.609999895	55.1738997	9.23E-02
2.619999886	55.19393943	9.01E-02
2.619999886	55.19393943	9.01E-02
2.630000114	55.21387765	9.23E-02
2.630000114	55.21387765	9.23E-02
2.640000105	55.23412088	9.35E-02
2.640000105	55.23412088	9.35E-02
2.650000095	55.25390636	9.06E-02
2.650000095	55.25390636	9.06E-02
2.660000086	55.2737426	9.36E-02
2.660000086	55.2737426	9.36E-02
2.670000076	55.29383356	9.35E-02
2.670000076	55.29383356	9.35E-02
2.680000067	55.31367026	9.36E-02
2.680000067	55.31367026	9.36E-02
2.690000057	55.33381198	9.56E-02
2.690000057	55.33381198	9.56E-02
2.700000048	55.35374973	9.40E-02
2.700000048	55.35374973	9.40E-02
2.710000038	55.37378993	9.53E-02
2.710000038	55.37378993	9.53E-02
2.720000029	55.39398193	9.66E-02
2.720000029	55.39398193	9.66E-02
2.730000019	55.41397091	9.54E-02
2.730000019	55.41397091	9.54E-02
2.74000001	55.4339096	9.57E-02
2.74000001	55.4339096	9.57E-02
2.75	55.45400009	9.56E-02
2.75	55.45400009	9.56E-02
2.75999999	55.47403982	9.69E-02
2.75999999	55.47403982	9.69E-02
2.769999981	55.49397804	9.60E-02
2.769999981	55.49397804	9.60E-02
2.779999971	55.51406853	9.72E-02
2.779999971	55.51406853	9.72E-02
2.789999962	55.53400721	9.65E-02
2.789999962	55.53400721	9.65E-02
2.799999952	55.55404648	9.73E-02
2.799999952	55.55404648	9.73E-02
2.809999943	55.57388319	9.91E-02
2.809999943	55.57388319	9.91E-02
2.819999933	55.59392292	9.82E-02
2.819999933	55.59392292	9.82E-02
2.829999924	55.61396312	9.79E-02
2.829999924	55.61396312	9.79E-02
2.839999914	55.63385012	9.80E-02
2.839999914	55.63385012	9.80E-02
2.849999905	55.65399183	1.01E-01
2.849999905	55.65399183	1.01E-01
2.859999895	55.67408279	9.92E-02
2.859999895	55.67408279	9.92E-02
2.869999886	55.69381705	9.65E-02
2.869999886	55.69381705	9.65E-02
2.880000114	55.713908	1.02E-01
2.880000114	55.713908	1.02E-01
2.890000105	55.73364273	1.01E-01
2.890000105	55.73364273	1.01E-01
2.900000095	55.75403869	1.03E-01
2.900000095	55.75403869	1.03E-01
2.910000086	55.77377342	9.88E-02
2.910000086	55.77377342	9.88E-02
2.920000076	55.79386437	1.02E-01
2.920000076	55.79386437	1.02E-01
2.930000067	55.81390364	1.01E-01
2.930000067	55.81390364	1.01E-01
2.940000057	55.83399506	1.03E-01
2.940000057	55.83399506	1.03E-01
2.950000048	55.85398404	1.03E-01
2.950000048	55.85398404	1.03E-01
2.960000038	55.87402331	1.03E-01
2.960000038	55.87402331	1.03E-01
2.970000029	55.89406351	1.02E-01
2.970000029	55.89406351	1.02E-01
2.980000019	55.91400126	1.05E-01
2.980000019	55.91400126	1.05E-01
2.99000001	55.93414297	1.04E-01
2.99000001	55.93414297	1.04E-01
3	55.95403044	1.02E-01
3	55.95403044	1.02E-01
3.00999999	55.97401941	1.04E-01
3.00999999	55.97401941	1.04E-01
3.019999981	55.99390687	1.04E-01
3.019999981	55.99390687	1.04E-01
3.029999971	56.01394661	1.05E-01
3.029999971	56.01394661	1.05E-01
3.039999962	56.03398634	1.06E-01
3.039999962	56.03398634	1.06E-01
3.049999952	56.05392456	1.06E-01
3.049999952	56.05392456	1.06E-01
3.059999943	56.07391354	1.06E-01
3.059999943	56.07391354	1.06E-01
3.069999933	56.09395374	1.05E-01
3.069999933	56.09395374	1.05E-01
3.079999924	56.11389149	1.06E-01
3.079999924	56.11389149	1.06E-01
3.089999914	56.13388047	1.07E-01
3.089999914	56.13388047	1.07E-01
3.099999905	56.15381915	1.08E-01
3.099999905	56.15381915	1.08E-01
3.109999895	56.17390964	1.07E-01
3.109999895	56.17390964	1.07E-01
3.119999886	56.1937971	1.06E-01
3.119999886	56.1937971	1.06E-01
3.130000114	56.21398911	1.09E-01
3.130000114	56.21398911	1.09E-01
3.140000105	56.23413082	1.08E-01
3.140000105	56.23413082	1.08E-01
3.150000095	56.25396706	1.08E-01
3.150000095	56.25396706	1.08E-01
3.160000086	56.27405848	1.10E-01
3.160000086	56.27405848	1.10E-01
3.170000076	56.29399624	1.08E-01
3.170000076	56.29399624	1.08E-01
3.180000067	56.31403644	1.08E-01
3.180000067	56.31403644	1.08E-01
3.190000057	56.33392343	1.09E-01
3.190000057	56.33392343	1.09E-01
3.200000048	56.35401439	1.11E-01
3.200000048	56.35401439	1.11E-01
3.210000038	56.37405412	1.10E-01
3.210000038	56.37405412	1.10E-01
3.220000029	56.3940431	1.10E-01
3.220000029	56.3940431	1.10E-01
3.230000019	56.41403208	1.11E-01
3.230000019	56.41403208	1.11E-01
3.24000001	56.43397029	1.11E-01
3.24000001	56.43397029	1.11E-01
3.25	56.45395927	1.12E-01
3.25	56.45395927	1.12E-01
3.25999999	56.47384627	1.12E-01
3.25999999	56.47384627	1.12E-01
3.269999981	56.49398798	1.13E-01
3.269999981	56.49398798	1.13E-01
3.279999971	56.51407894	1.13E-01
3.279999971	56.51407894	1.13E-01
3.289999962	56.53391564	1.12E-01
3.289999962	56.53391564	1.12E-01
3.299999952	56.55395491	1.14E-01
3.299999952	56.55395491	1.14E-01
3.309999943	56.57404633	1.13E-01
3.309999943	56.57404633	1.13E-01
3.319999933	56.59398409	1.14E-01
3.319999933	56.59398409	1.14E-01
3.329999924	56.61392231	1.15E-01
3.329999924	56.61392231	1.15E-01
3.339999914	56.63416553	1.17E-01
3.339999914	56.63416553	1.17E-01
3.349999905	56.65415497	1.14E-01
3.349999905	56.65415497	1.14E-01
3.359999895	56.67414395	1.16E-01
3.359999895	56.67414395	1.16E-01
3.369999886	56.69413293	1.15E-01
3.369999886	56.69413293	1.15E-01
3.380000114	56.7141722	1.15E-01
3.380000114	56.7141722	1.15E-01
3.390000105	56.73416117	1.15E-01
3.390000105	56.73416117	1.15E-01
3.400000095	56.75404863	1.15E-01
3.400000095	56.75404863	1.15E-01
3.410000086	56.77419035	1.19E-01
3.410000086	56.77419035	1.19E-01
3.420000076	56.79407781	1.14E-01
3.420000076	56.79407781	1.14E-01
3.430000067	56.81406679	1.17E-01
3.430000067	56.81406679	1.17E-01
3.440000057	56.83400501	1.17E-01
3.440000057	56.83400501	1.17E-01
3.450000048	56.8540955	1.19E-01
3.450000048	56.8540955	1.19E-01
3.460000038	56.87408447	1.15E-01
3.460000038	56.87408447	1.15E-01
3.470000029	56.89397193	1.18E-01
3.470000029	56.89397193	1.18E-01
3.480000019	56.91396091	1.19E-01
3.480000019	56.91396091	1.19E-01
3.49000001	56.9340514	1.18E-01
3.49000001	56.9340514	1.18E-01
3.5	56.95399009	1.18E-01
3.5	56.95399009	1.18E-01
3.50999999	56.97397906	1.20E-01
3.50999999	56.97397906	1.20E-01
3.519999981	56.99401833	1.21E-01
3.519999981	56.99401833	1.21E-01
3.529999971	57.01400777	1.20E-01
3.529999971	57.01400777	1.20E-01
3.539999962	57.03404751	1.21E-01
3.539999962	57.03404751	1.21E-01
3.549999952	57.05418922	1.20E-01
3.549999952	57.05418922	1.20E-01
3.559999943	57.07407668	1.19E-01
3.559999943	57.07407668	1.19E-01
3.569999933	57.09416717	1.21E-01
3.569999933	57.09416717	1.21E-01
3.579999924	57.11420737	1.22E-01
3.579999924	57.11420737	1.22E-01
3.589999914	57.13419635	1.21E-01
3.589999914	57.13419635	1.21E-01
3.599999905	57.15418532	1.23E-01
3.599999905	57.15418532	1.23E-01
3.609999895	57.1741743	1.22E-01
3.609999895	57.1741743	1.22E-01
3.619999886	57.19421403	1.23E-01
3.619999886	57.19421403	1.23E-01
3.630000114	57.21415225	1.23E-01
3.630000114	57.21415225	1.23E-01
3.640000105	57.23409047	1.22E-01
3.640000105	57.23409047	1.22E-01
3.650000095	57.25407945	1.22E-01
3.650000095	57.25407945	1.22E-01
3.660000086	57.27422116	1.25E-01
3.660000086	57.27422116	1.25E-01
3.670000076	57.29400618	1.24E-01
3.670000076	57.29400618	1.24E-01
3.680000067	57.31404638	1.26E-01
3.680000067	57.31404638	1.26E-01
3.690000057	57.33408658	1.24E-01
3.690000057	57.33408658	1.24E-01
